,time,sd,year,day,decade
8761,1984-03-27,,1984,27,1980
8762,1984-03-28,,1984,28,1980
8763,1984-03-29,,1984,29,1980
8764,1984-03-30,,1984,30,1980
8765,1984-03-31,,1984,31,1980
8766,1984-04-01,0.033316,1984,1,1980
8767,1984-04-02,0.033165533,1984,2,1980
8768,1984-04-03,0.033144556,1984,3,1980
8769,1984-04-04,0.032947164,1984,4,1980
8770,1984-04-05,0.032918584,1984,5,1980
8771,1984-04-06,0.033055454,1984,6,1980
8772,1984-04-07,0.033292066,1984,7,1980
8773,1984-04-08,0.033472966,1984,8,1980
8774,1984-04-09,0.033575192,1984,9,1980
8775,1984-04-10,0.033551108,1984,10,1980
8776,1984-04-11,0.03349987,1984,11,1980
8777,1984-04-12,0.033437833,1984,12,1980
8778,1984-04-13,0.033369962,1984,13,1980
8779,1984-04-14,0.03337809,1984,14,1980
8780,1984-04-15,0.033475425,1984,15,1980
8781,1984-04-16,0.03380725,1984,16,1980
8782,1984-04-17,0.034076694,1984,17,1980
8783,1984-04-18,0.033955883,1984,18,1980
8784,1984-04-19,0.033843484,1984,19,1980
8785,1984-04-20,0.03362574,1984,20,1980
8786,1984-04-21,0.033535916,1984,21,1980
8787,1984-04-22,0.03352393,1984,22,1980
8788,1984-04-23,0.033728898,1984,23,1980
8789,1984-04-24,0.033710975,1984,24,1980
8790,1984-04-25,0.03376567,1984,25,1980
8791,1984-04-26,0.033841547,1984,26,1980
8792,1984-04-27,0.03379081,1984,27,1980
8793,1984-04-28,0.033508953,1984,28,1980
8794,1984-04-29,0.03304216,1984,29,1980
8795,1984-04-30,0.031863842,1984,30,1980
8796,1984-05-01,,1984,1,1980
8797,1984-05-02,,1984,2,1980
8798,1984-05-03,,1984,3,1980
8799,1984-05-04,,1984,4,1980
8800,1984-05-05,,1984,5,1980
8801,1984-05-06,,1984,6,1980
8802,1984-05-07,,1984,7,1980
8803,1984-05-08,,1984,8,1980
8804,1984-05-09,,1984,9,1980
8805,1984-05-10,,1984,10,1980
8806,1984-05-11,,1984,11,1980
8807,1984-05-12,,1984,12,1980
8808,1984-05-13,,1984,13,1980
8809,1984-05-14,,1984,14,1980
8810,1984-05-15,,1984,15,1980
8811,1984-05-16,,1984,16,1980
8812,1984-05-17,,1984,17,1980
8813,1984-05-18,,1984,18,1980
8814,1984-05-19,,1984,19,1980
8815,1984-05-20,,1984,20,1980
8816,1984-05-21,,1984,21,1980
8817,1984-05-22,,1984,22,1980
8818,1984-05-23,,1984,23,1980
8819,1984-05-24,,1984,24,1980
8820,1984-05-25,,1984,25,1980
8821,1984-05-26,,1984,26,1980
8822,1984-05-27,,1984,27,1980
8823,1984-05-28,,1984,28,1980
8824,1984-05-29,,1984,29,1980
8825,1984-05-30,,1984,30,1980
8826,1984-05-31,,1984,31,1980
8827,1984-06-01,,1984,1,1980
8828,1984-06-02,,1984,2,1980
8829,1984-06-03,,1984,3,1980
8830,1984-06-04,,1984,4,1980
8831,1984-06-05,,1984,5,1980
8832,1984-06-06,,1984,6,1980
8833,1984-06-07,,1984,7,1980
8834,1984-06-08,,1984,8,1980
8835,1984-06-09,,1984,9,1980
8836,1984-06-10,,1984,10,1980
8837,1984-06-11,,1984,11,1980
8838,1984-06-12,,1984,12,1980
8839,1984-06-13,,1984,13,1980
8840,1984-06-14,,1984,14,1980
8841,1984-06-15,,1984,15,1980
8842,1984-06-16,,1984,16,1980
8843,1984-06-17,,1984,17,1980
8844,1984-06-18,,1984,18,1980
8845,1984-06-19,,1984,19,1980
8846,1984-06-20,,1984,20,1980
8847,1984-06-21,,1984,21,1980
8848,1984-06-22,,1984,22,1980
8849,1984-06-23,,1984,23,1980
8850,1984-06-24,,1984,24,1980
8851,1984-06-25,,1984,25,1980
8852,1984-06-26,,1984,26,1980
8853,1984-06-27,,1984,27,1980
8854,1984-06-28,,1984,28,1980
8855,1984-06-29,,1984,29,1980
8856,1984-06-30,,1984,30,1980
8857,1984-07-01,,1984,1,1980
8858,1984-07-02,,1984,2,1980
8859,1984-07-03,,1984,3,1980
8860,1984-07-04,,1984,4,1980
8861,1984-07-05,,1984,5,1980
8862,1984-07-06,,1984,6,1980
8863,1984-07-07,,1984,7,1980
8864,1984-07-08,,1984,8,1980
8865,1984-07-09,,1984,9,1980
8866,1984-07-10,,1984,10,1980
8867,1984-07-11,,1984,11,1980
8868,1984-07-12,,1984,12,1980
8869,1984-07-13,,1984,13,1980
8870,1984-07-14,,1984,14,1980
8871,1984-07-15,,1984,15,1980
8872,1984-07-16,,1984,16,1980
8873,1984-07-17,,1984,17,1980
8874,1984-07-18,,1984,18,1980
8875,1984-07-19,,1984,19,1980
8876,1984-07-20,,1984,20,1980
8877,1984-07-21,,1984,21,1980
8878,1984-07-22,,1984,22,1980
8879,1984-07-23,,1984,23,1980
8880,1984-07-24,,1984,24,1980
8881,1984-07-25,,1984,25,1980
8882,1984-07-26,,1984,26,1980
8883,1984-07-27,,1984,27,1980
8884,1984-07-28,,1984,28,1980
8885,1984-07-29,,1984,29,1980
8886,1984-07-30,,1984,30,1980
8887,1984-07-31,,1984,31,1980
8888,1984-08-01,,1984,1,1980
8889,1984-08-02,,1984,2,1980
8890,1984-08-03,,1984,3,1980
8891,1984-08-04,,1984,4,1980
8892,1984-08-05,,1984,5,1980
8893,1984-08-06,,1984,6,1980
8894,1984-08-07,,1984,7,1980
8895,1984-08-08,,1984,8,1980
8896,1984-08-09,,1984,9,1980
8897,1984-08-10,,1984,10,1980
8898,1984-08-11,,1984,11,1980
8899,1984-08-12,,1984,12,1980
8900,1984-08-13,,1984,13,1980
8901,1984-08-14,,1984,14,1980
8902,1984-08-15,,1984,15,1980
8903,1984-08-16,,1984,16,1980
8904,1984-08-17,,1984,17,1980
8905,1984-08-18,,1984,18,1980
8906,1984-08-19,,1984,19,1980
8907,1984-08-20,,1984,20,1980
8908,1984-08-21,,1984,21,1980
8909,1984-08-22,,1984,22,1980
8910,1984-08-23,,1984,23,1980
8911,1984-08-24,,1984,24,1980
8912,1984-08-25,,1984,25,1980
8913,1984-08-26,,1984,26,1980
8914,1984-08-27,,1984,27,1980
8915,1984-08-28,,1984,28,1980
8916,1984-08-29,,1984,29,1980
8917,1984-08-30,,1984,30,1980
8918,1984-08-31,,1984,31,1980
8919,1984-09-01,,1984,1,1980
8920,1984-09-02,,1984,2,1980
8921,1984-09-03,,1984,3,1980
8922,1984-09-04,,1984,4,1980
8923,1984-09-05,,1984,5,1980
8924,1984-09-06,,1984,6,1980
8925,1984-09-07,,1984,7,1980
8926,1984-09-08,,1984,8,1980
8927,1984-09-09,,1984,9,1980
8928,1984-09-10,,1984,10,1980
8929,1984-09-11,,1984,11,1980
8930,1984-09-12,,1984,12,1980
8931,1984-09-13,,1984,13,1980
8932,1984-09-14,,1984,14,1980
8933,1984-09-15,,1984,15,1980
8934,1984-09-16,,1984,16,1980
8935,1984-09-17,,1984,17,1980
8936,1984-09-18,,1984,18,1980
8937,1984-09-19,,1984,19,1980
8938,1984-09-20,,1984,20,1980
8939,1984-09-21,,1984,21,1980
8940,1984-09-22,,1984,22,1980
8941,1984-09-23,,1984,23,1980
8942,1984-09-24,,1984,24,1980
8943,1984-09-25,,1984,25,1980
8944,1984-09-26,,1984,26,1980
8945,1984-09-27,,1984,27,1980
8946,1984-09-28,,1984,28,1980
8947,1984-09-29,,1984,29,1980
8948,1984-09-30,,1984,30,1980
8949,1984-10-01,,1984,1,1980
8950,1984-10-02,,1984,2,1980
8951,1984-10-03,,1984,3,1980
8952,1984-10-04,,1984,4,1980
8953,1984-10-05,,1984,5,1980
8954,1984-10-06,,1984,6,1980
8955,1984-10-07,,1984,7,1980
8956,1984-10-08,,1984,8,1980
8957,1984-10-09,,1984,9,1980
8958,1984-10-10,,1984,10,1980
8959,1984-10-11,,1984,11,1980
8960,1984-10-12,,1984,12,1980
8961,1984-10-13,,1984,13,1980
8962,1984-10-14,,1984,14,1980
8963,1984-10-15,,1984,15,1980
8964,1984-10-16,,1984,16,1980
8965,1984-10-17,,1984,17,1980
8966,1984-10-18,,1984,18,1980
8967,1984-10-19,,1984,19,1980
8968,1984-10-20,,1984,20,1980
8969,1984-10-21,,1984,21,1980
8970,1984-10-22,,1984,22,1980
8971,1984-10-23,,1984,23,1980
8972,1984-10-24,,1984,24,1980
8973,1984-10-25,,1984,25,1980
8974,1984-10-26,,1984,26,1980
8975,1984-10-27,,1984,27,1980
8976,1984-10-28,,1984,28,1980
8977,1984-10-29,,1984,29,1980
8978,1984-10-30,,1984,30,1980
8979,1984-10-31,,1984,31,1980
8980,1984-11-01,,1984,1,1980
8981,1984-11-02,,1984,2,1980
8982,1984-11-03,,1984,3,1980
8983,1984-11-04,,1984,4,1980
8984,1984-11-05,,1984,5,1980
8985,1984-11-06,,1984,6,1980
8986,1984-11-07,,1984,7,1980
8987,1984-11-08,,1984,8,1980
8988,1984-11-09,,1984,9,1980
8989,1984-11-10,,1984,10,1980
8990,1984-11-11,,1984,11,1980
8991,1984-11-12,,1984,12,1980
8992,1984-11-13,,1984,13,1980
8993,1984-11-14,,1984,14,1980
8994,1984-11-15,,1984,15,1980
8995,1984-11-16,,1984,16,1980
8996,1984-11-17,,1984,17,1980
8997,1984-11-18,,1984,18,1980
8998,1984-11-19,,1984,19,1980
8999,1984-11-20,,1984,20,1980
9000,1984-11-21,,1984,21,1980
9001,1984-11-22,,1984,22,1980
9002,1984-11-23,,1984,23,1980
9003,1984-11-24,,1984,24,1980
9004,1984-11-25,,1984,25,1980
9005,1984-11-26,,1984,26,1980
9006,1984-11-27,,1984,27,1980
9007,1984-11-28,,1984,28,1980
9008,1984-11-29,,1984,29,1980
9009,1984-11-30,,1984,30,1980
9010,1984-12-01,,1984,1,1980
9011,1984-12-02,,1984,2,1980
9012,1984-12-03,,1984,3,1980
9013,1984-12-04,,1984,4,1980
9014,1984-12-05,,1984,5,1980
9015,1984-12-06,,1984,6,1980
9016,1984-12-07,,1984,7,1980
9017,1984-12-08,,1984,8,1980
9018,1984-12-09,,1984,9,1980
9019,1984-12-10,,1984,10,1980
9020,1984-12-11,,1984,11,1980
9021,1984-12-12,,1984,12,1980
9022,1984-12-13,,1984,13,1980
9023,1984-12-14,,1984,14,1980
9024,1984-12-15,,1984,15,1980
9025,1984-12-16,,1984,16,1980
9026,1984-12-17,,1984,17,1980
9027,1984-12-18,,1984,18,1980
9028,1984-12-19,,1984,19,1980
9029,1984-12-20,,1984,20,1980
9030,1984-12-21,,1984,21,1980
9031,1984-12-22,,1984,22,1980
9032,1984-12-23,,1984,23,1980
9033,1984-12-24,,1984,24,1980
9034,1984-12-25,,1984,25,1980
9035,1984-12-26,,1984,26,1980
9036,1984-12-27,,1984,27,1980
9037,1984-12-28,,1984,28,1980
9038,1984-12-29,,1984,29,1980
9039,1984-12-30,,1984,30,1980
9040,1984-12-31,,1984,31,1980
9041,1985-01-01,,1985,1,1980
9042,1985-01-02,,1985,2,1980
9043,1985-01-03,,1985,3,1980
9044,1985-01-04,,1985,4,1980
9045,1985-01-05,,1985,5,1980
9046,1985-01-06,,1985,6,1980
9047,1985-01-07,,1985,7,1980
9048,1985-01-08,,1985,8,1980
9049,1985-01-09,,1985,9,1980
9050,1985-01-10,,1985,10,1980
9051,1985-01-11,,1985,11,1980
9052,1985-01-12,,1985,12,1980
9053,1985-01-13,,1985,13,1980
9054,1985-01-14,,1985,14,1980
9055,1985-01-15,,1985,15,1980
9056,1985-01-16,,1985,16,1980
9057,1985-01-17,,1985,17,1980
9058,1985-01-18,,1985,18,1980
9059,1985-01-19,,1985,19,1980
9060,1985-01-20,,1985,20,1980
9061,1985-01-21,,1985,21,1980
9062,1985-01-22,,1985,22,1980
9063,1985-01-23,,1985,23,1980
9064,1985-01-24,,1985,24,1980
9065,1985-01-25,,1985,25,1980
9066,1985-01-26,,1985,26,1980
9067,1985-01-27,,1985,27,1980
9068,1985-01-28,,1985,28,1980
9069,1985-01-29,,1985,29,1980
9070,1985-01-30,,1985,30,1980
9071,1985-01-31,,1985,31,1980
9072,1985-02-01,,1985,1,1980
9073,1985-02-02,,1985,2,1980
9074,1985-02-03,,1985,3,1980
9075,1985-02-04,,1985,4,1980
9076,1985-02-05,,1985,5,1980
9077,1985-02-06,,1985,6,1980
9078,1985-02-07,,1985,7,1980
9079,1985-02-08,,1985,8,1980
9080,1985-02-09,,1985,9,1980
9081,1985-02-10,,1985,10,1980
9082,1985-02-11,,1985,11,1980
9083,1985-02-12,,1985,12,1980
9084,1985-02-13,,1985,13,1980
9085,1985-02-14,,1985,14,1980
9086,1985-02-15,,1985,15,1980
9087,1985-02-16,,1985,16,1980
9088,1985-02-17,,1985,17,1980
9089,1985-02-18,,1985,18,1980
9090,1985-02-19,,1985,19,1980
9091,1985-02-20,,1985,20,1980
9092,1985-02-21,,1985,21,1980
9093,1985-02-22,,1985,22,1980
9094,1985-02-23,,1985,23,1980
9095,1985-02-24,,1985,24,1980
9096,1985-02-25,,1985,25,1980
9097,1985-02-26,,1985,26,1980
9098,1985-02-27,,1985,27,1980
9099,1985-02-28,,1985,28,1980
9100,1985-03-01,,1985,1,1980
9101,1985-03-02,,1985,2,1980
9102,1985-03-03,,1985,3,1980
9103,1985-03-04,,1985,4,1980
9104,1985-03-05,,1985,5,1980
9105,1985-03-06,,1985,6,1980
9106,1985-03-07,,1985,7,1980
9107,1985-03-08,,1985,8,1980
9108,1985-03-09,,1985,9,1980
9109,1985-03-10,,1985,10,1980
9110,1985-03-11,,1985,11,1980
9111,1985-03-12,,1985,12,1980
9112,1985-03-13,,1985,13,1980
9113,1985-03-14,,1985,14,1980
9114,1985-03-15,,1985,15,1980
9115,1985-03-16,,1985,16,1980
9116,1985-03-17,,1985,17,1980
9117,1985-03-18,,1985,18,1980
9118,1985-03-19,,1985,19,1980
9119,1985-03-20,,1985,20,1980
9120,1985-03-21,,1985,21,1980
9121,1985-03-22,,1985,22,1980
9122,1985-03-23,,1985,23,1980
9123,1985-03-24,,1985,24,1980
9124,1985-03-25,,1985,25,1980
9125,1985-03-26,,1985,26,1980
9126,1985-03-27,,1985,27,1980
9127,1985-03-28,,1985,28,1980
9128,1985-03-29,,1985,29,1980
9129,1985-03-30,,1985,30,1980
9130,1985-03-31,,1985,31,1980
9131,1985-04-01,0.044202495,1985,1,1980
9132,1985-04-02,0.044305425,1985,2,1980
9133,1985-04-03,0.04437827,1985,3,1980
9134,1985-04-04,0.044449493,1985,4,1980
9135,1985-04-05,0.04457918,1985,5,1980
9136,1985-04-06,0.0445849,1985,6,1980
9137,1985-04-07,0.044551205,1985,7,1980
9138,1985-04-08,0.04469521,1985,8,1980
9139,1985-04-09,0.04497245,1985,9,1980
9140,1985-04-10,0.0452785,1985,10,1980
9141,1985-04-11,0.045354992,1985,11,1980
9142,1985-04-12,0.045385722,1985,12,1980
9143,1985-04-13,0.04547273,1985,13,1980
9144,1985-04-14,0.045760226,1985,14,1980
9145,1985-04-15,0.045865905,1985,15,1980
9146,1985-04-16,0.045897108,1985,16,1980
9147,1985-04-17,0.045874644,1985,17,1980
9148,1985-04-18,0.04583777,1985,18,1980
9149,1985-04-19,0.045843452,1985,19,1980
9150,1985-04-20,0.04590541,1985,20,1980
9151,1985-04-21,0.045863535,1985,21,1980
9152,1985-04-22,0.0456108,1985,22,1980
9153,1985-04-23,0.04539923,1985,23,1980
9154,1985-04-24,0.045236807,1985,24,1980
9155,1985-04-25,0.04513706,1985,25,1980
9156,1985-04-26,0.045090776,1985,26,1980
9157,1985-04-27,0.04482175,1985,27,1980
9158,1985-04-28,0.04470055,1985,28,1980
9159,1985-04-29,0.04463193,1985,29,1980
9160,1985-04-30,0.044686228,1985,30,1980
9161,1985-05-01,,1985,1,1980
9162,1985-05-02,,1985,2,1980
9163,1985-05-03,,1985,3,1980
9164,1985-05-04,,1985,4,1980
9165,1985-05-05,,1985,5,1980
9166,1985-05-06,,1985,6,1980
9167,1985-05-07,,1985,7,1980
9168,1985-05-08,,1985,8,1980
9169,1985-05-09,,1985,9,1980
9170,1985-05-10,,1985,10,1980
9171,1985-05-11,,1985,11,1980
9172,1985-05-12,,1985,12,1980
9173,1985-05-13,,1985,13,1980
9174,1985-05-14,,1985,14,1980
9175,1985-05-15,,1985,15,1980
9176,1985-05-16,,1985,16,1980
9177,1985-05-17,,1985,17,1980
9178,1985-05-18,,1985,18,1980
9179,1985-05-19,,1985,19,1980
9180,1985-05-20,,1985,20,1980
9181,1985-05-21,,1985,21,1980
9182,1985-05-22,,1985,22,1980
9183,1985-05-23,,1985,23,1980
9184,1985-05-24,,1985,24,1980
9185,1985-05-25,,1985,25,1980
9186,1985-05-26,,1985,26,1980
9187,1985-05-27,,1985,27,1980
9188,1985-05-28,,1985,28,1980
9189,1985-05-29,,1985,29,1980
9190,1985-05-30,,1985,30,1980
9191,1985-05-31,,1985,31,1980
9192,1985-06-01,,1985,1,1980
9193,1985-06-02,,1985,2,1980
9194,1985-06-03,,1985,3,1980
9195,1985-06-04,,1985,4,1980
9196,1985-06-05,,1985,5,1980
9197,1985-06-06,,1985,6,1980
9198,1985-06-07,,1985,7,1980
9199,1985-06-08,,1985,8,1980
9200,1985-06-09,,1985,9,1980
9201,1985-06-10,,1985,10,1980
9202,1985-06-11,,1985,11,1980
9203,1985-06-12,,1985,12,1980
9204,1985-06-13,,1985,13,1980
9205,1985-06-14,,1985,14,1980
9206,1985-06-15,,1985,15,1980
9207,1985-06-16,,1985,16,1980
9208,1985-06-17,,1985,17,1980
9209,1985-06-18,,1985,18,1980
9210,1985-06-19,,1985,19,1980
9211,1985-06-20,,1985,20,1980
9212,1985-06-21,,1985,21,1980
9213,1985-06-22,,1985,22,1980
9214,1985-06-23,,1985,23,1980
9215,1985-06-24,,1985,24,1980
9216,1985-06-25,,1985,25,1980
9217,1985-06-26,,1985,26,1980
9218,1985-06-27,,1985,27,1980
9219,1985-06-28,,1985,28,1980
9220,1985-06-29,,1985,29,1980
9221,1985-06-30,,1985,30,1980
9222,1985-07-01,,1985,1,1980
9223,1985-07-02,,1985,2,1980
9224,1985-07-03,,1985,3,1980
9225,1985-07-04,,1985,4,1980
9226,1985-07-05,,1985,5,1980
9227,1985-07-06,,1985,6,1980
9228,1985-07-07,,1985,7,1980
9229,1985-07-08,,1985,8,1980
9230,1985-07-09,,1985,9,1980
9231,1985-07-10,,1985,10,1980
9232,1985-07-11,,1985,11,1980
9233,1985-07-12,,1985,12,1980
9234,1985-07-13,,1985,13,1980
9235,1985-07-14,,1985,14,1980
9236,1985-07-15,,1985,15,1980
9237,1985-07-16,,1985,16,1980
9238,1985-07-17,,1985,17,1980
9239,1985-07-18,,1985,18,1980
9240,1985-07-19,,1985,19,1980
9241,1985-07-20,,1985,20,1980
9242,1985-07-21,,1985,21,1980
9243,1985-07-22,,1985,22,1980
9244,1985-07-23,,1985,23,1980
9245,1985-07-24,,1985,24,1980
9246,1985-07-25,,1985,25,1980
9247,1985-07-26,,1985,26,1980
9248,1985-07-27,,1985,27,1980
9249,1985-07-28,,1985,28,1980
9250,1985-07-29,,1985,29,1980
9251,1985-07-30,,1985,30,1980
9252,1985-07-31,,1985,31,1980
9253,1985-08-01,,1985,1,1980
9254,1985-08-02,,1985,2,1980
9255,1985-08-03,,1985,3,1980
9256,1985-08-04,,1985,4,1980
9257,1985-08-05,,1985,5,1980
9258,1985-08-06,,1985,6,1980
9259,1985-08-07,,1985,7,1980
9260,1985-08-08,,1985,8,1980
9261,1985-08-09,,1985,9,1980
9262,1985-08-10,,1985,10,1980
9263,1985-08-11,,1985,11,1980
9264,1985-08-12,,1985,12,1980
9265,1985-08-13,,1985,13,1980
9266,1985-08-14,,1985,14,1980
9267,1985-08-15,,1985,15,1980
9268,1985-08-16,,1985,16,1980
9269,1985-08-17,,1985,17,1980
9270,1985-08-18,,1985,18,1980
9271,1985-08-19,,1985,19,1980
9272,1985-08-20,,1985,20,1980
9273,1985-08-21,,1985,21,1980
9274,1985-08-22,,1985,22,1980
9275,1985-08-23,,1985,23,1980
9276,1985-08-24,,1985,24,1980
9277,1985-08-25,,1985,25,1980
9278,1985-08-26,,1985,26,1980
9279,1985-08-27,,1985,27,1980
9280,1985-08-28,,1985,28,1980
9281,1985-08-29,,1985,29,1980
9282,1985-08-30,,1985,30,1980
9283,1985-08-31,,1985,31,1980
9284,1985-09-01,,1985,1,1980
9285,1985-09-02,,1985,2,1980
9286,1985-09-03,,1985,3,1980
9287,1985-09-04,,1985,4,1980
9288,1985-09-05,,1985,5,1980
9289,1985-09-06,,1985,6,1980
9290,1985-09-07,,1985,7,1980
9291,1985-09-08,,1985,8,1980
9292,1985-09-09,,1985,9,1980
9293,1985-09-10,,1985,10,1980
9294,1985-09-11,,1985,11,1980
9295,1985-09-12,,1985,12,1980
9296,1985-09-13,,1985,13,1980
9297,1985-09-14,,1985,14,1980
9298,1985-09-15,,1985,15,1980
9299,1985-09-16,,1985,16,1980
9300,1985-09-17,,1985,17,1980
9301,1985-09-18,,1985,18,1980
9302,1985-09-19,,1985,19,1980
9303,1985-09-20,,1985,20,1980
9304,1985-09-21,,1985,21,1980
9305,1985-09-22,,1985,22,1980
9306,1985-09-23,,1985,23,1980
9307,1985-09-24,,1985,24,1980
9308,1985-09-25,,1985,25,1980
9309,1985-09-26,,1985,26,1980
9310,1985-09-27,,1985,27,1980
9311,1985-09-28,,1985,28,1980
9312,1985-09-29,,1985,29,1980
9313,1985-09-30,,1985,30,1980
9314,1985-10-01,,1985,1,1980
9315,1985-10-02,,1985,2,1980
9316,1985-10-03,,1985,3,1980
9317,1985-10-04,,1985,4,1980
9318,1985-10-05,,1985,5,1980
9319,1985-10-06,,1985,6,1980
9320,1985-10-07,,1985,7,1980
9321,1985-10-08,,1985,8,1980
9322,1985-10-09,,1985,9,1980
9323,1985-10-10,,1985,10,1980
9324,1985-10-11,,1985,11,1980
9325,1985-10-12,,1985,12,1980
9326,1985-10-13,,1985,13,1980
9327,1985-10-14,,1985,14,1980
9328,1985-10-15,,1985,15,1980
9329,1985-10-16,,1985,16,1980
9330,1985-10-17,,1985,17,1980
9331,1985-10-18,,1985,18,1980
9332,1985-10-19,,1985,19,1980
9333,1985-10-20,,1985,20,1980
9334,1985-10-21,,1985,21,1980
9335,1985-10-22,,1985,22,1980
9336,1985-10-23,,1985,23,1980
9337,1985-10-24,,1985,24,1980
9338,1985-10-25,,1985,25,1980
9339,1985-10-26,,1985,26,1980
9340,1985-10-27,,1985,27,1980
9341,1985-10-28,,1985,28,1980
9342,1985-10-29,,1985,29,1980
9343,1985-10-30,,1985,30,1980
9344,1985-10-31,,1985,31,1980
9345,1985-11-01,,1985,1,1980
9346,1985-11-02,,1985,2,1980
9347,1985-11-03,,1985,3,1980
9348,1985-11-04,,1985,4,1980
9349,1985-11-05,,1985,5,1980
9350,1985-11-06,,1985,6,1980
9351,1985-11-07,,1985,7,1980
9352,1985-11-08,,1985,8,1980
9353,1985-11-09,,1985,9,1980
9354,1985-11-10,,1985,10,1980
9355,1985-11-11,,1985,11,1980
9356,1985-11-12,,1985,12,1980
9357,1985-11-13,,1985,13,1980
9358,1985-11-14,,1985,14,1980
9359,1985-11-15,,1985,15,1980
9360,1985-11-16,,1985,16,1980
9361,1985-11-17,,1985,17,1980
9362,1985-11-18,,1985,18,1980
9363,1985-11-19,,1985,19,1980
9364,1985-11-20,,1985,20,1980
9365,1985-11-21,,1985,21,1980
9366,1985-11-22,,1985,22,1980
9367,1985-11-23,,1985,23,1980
9368,1985-11-24,,1985,24,1980
9369,1985-11-25,,1985,25,1980
9370,1985-11-26,,1985,26,1980
9371,1985-11-27,,1985,27,1980
9372,1985-11-28,,1985,28,1980
9373,1985-11-29,,1985,29,1980
9374,1985-11-30,,1985,30,1980
9375,1985-12-01,,1985,1,1980
9376,1985-12-02,,1985,2,1980
9377,1985-12-03,,1985,3,1980
9378,1985-12-04,,1985,4,1980
9379,1985-12-05,,1985,5,1980
9380,1985-12-06,,1985,6,1980
9381,1985-12-07,,1985,7,1980
9382,1985-12-08,,1985,8,1980
9383,1985-12-09,,1985,9,1980
9384,1985-12-10,,1985,10,1980
9385,1985-12-11,,1985,11,1980
9386,1985-12-12,,1985,12,1980
9387,1985-12-13,,1985,13,1980
9388,1985-12-14,,1985,14,1980
9389,1985-12-15,,1985,15,1980
9390,1985-12-16,,1985,16,1980
9391,1985-12-17,,1985,17,1980
9392,1985-12-18,,1985,18,1980
9393,1985-12-19,,1985,19,1980
9394,1985-12-20,,1985,20,1980
9395,1985-12-21,,1985,21,1980
9396,1985-12-22,,1985,22,1980
9397,1985-12-23,,1985,23,1980
9398,1985-12-24,,1985,24,1980
9399,1985-12-25,,1985,25,1980
9400,1985-12-26,,1985,26,1980
9401,1985-12-27,,1985,27,1980
9402,1985-12-28,,1985,28,1980
9403,1985-12-29,,1985,29,1980
9404,1985-12-30,,1985,30,1980
9405,1985-12-31,,1985,31,1980
9406,1986-01-01,,1986,1,1980
9407,1986-01-02,,1986,2,1980
9408,1986-01-03,,1986,3,1980
9409,1986-01-04,,1986,4,1980
9410,1986-01-05,,1986,5,1980
9411,1986-01-06,,1986,6,1980
9412,1986-01-07,,1986,7,1980
9413,1986-01-08,,1986,8,1980
9414,1986-01-09,,1986,9,1980
9415,1986-01-10,,1986,10,1980
9416,1986-01-11,,1986,11,1980
9417,1986-01-12,,1986,12,1980
9418,1986-01-13,,1986,13,1980
9419,1986-01-14,,1986,14,1980
9420,1986-01-15,,1986,15,1980
9421,1986-01-16,,1986,16,1980
9422,1986-01-17,,1986,17,1980
9423,1986-01-18,,1986,18,1980
9424,1986-01-19,,1986,19,1980
9425,1986-01-20,,1986,20,1980
9426,1986-01-21,,1986,21,1980
9427,1986-01-22,,1986,22,1980
9428,1986-01-23,,1986,23,1980
9429,1986-01-24,,1986,24,1980
9430,1986-01-25,,1986,25,1980
9431,1986-01-26,,1986,26,1980
9432,1986-01-27,,1986,27,1980
9433,1986-01-28,,1986,28,1980
9434,1986-01-29,,1986,29,1980
9435,1986-01-30,,1986,30,1980
9436,1986-01-31,,1986,31,1980
9437,1986-02-01,,1986,1,1980
9438,1986-02-02,,1986,2,1980
9439,1986-02-03,,1986,3,1980
9440,1986-02-04,,1986,4,1980
9441,1986-02-05,,1986,5,1980
9442,1986-02-06,,1986,6,1980
9443,1986-02-07,,1986,7,1980
9444,1986-02-08,,1986,8,1980
9445,1986-02-09,,1986,9,1980
9446,1986-02-10,,1986,10,1980
9447,1986-02-11,,1986,11,1980
9448,1986-02-12,,1986,12,1980
9449,1986-02-13,,1986,13,1980
9450,1986-02-14,,1986,14,1980
9451,1986-02-15,,1986,15,1980
9452,1986-02-16,,1986,16,1980
9453,1986-02-17,,1986,17,1980
9454,1986-02-18,,1986,18,1980
9455,1986-02-19,,1986,19,1980
9456,1986-02-20,,1986,20,1980
9457,1986-02-21,,1986,21,1980
9458,1986-02-22,,1986,22,1980
9459,1986-02-23,,1986,23,1980
9460,1986-02-24,,1986,24,1980
9461,1986-02-25,,1986,25,1980
9462,1986-02-26,,1986,26,1980
9463,1986-02-27,,1986,27,1980
9464,1986-02-28,,1986,28,1980
9465,1986-03-01,,1986,1,1980
9466,1986-03-02,,1986,2,1980
9467,1986-03-03,,1986,3,1980
9468,1986-03-04,,1986,4,1980
9469,1986-03-05,,1986,5,1980
9470,1986-03-06,,1986,6,1980
9471,1986-03-07,,1986,7,1980
9472,1986-03-08,,1986,8,1980
9473,1986-03-09,,1986,9,1980
9474,1986-03-10,,1986,10,1980
9475,1986-03-11,,1986,11,1980
9476,1986-03-12,,1986,12,1980
9477,1986-03-13,,1986,13,1980
9478,1986-03-14,,1986,14,1980
9479,1986-03-15,,1986,15,1980
9480,1986-03-16,,1986,16,1980
