Time,precip_mm_ERA5_12km,BETHEL AIRPORT,month
1970-09-18,0.448,0.000,Sep
1970-09-19,0.074,0.000,Sep
1970-09-20,0.052,0.254,Sep
1970-09-21,0.001,0.508,Sep
1970-09-22,0.013,0.000,Sep
1970-09-23,0.000,0.000,Sep
1970-09-24,0.000,0.000,Sep
1970-09-25,0.000,0.000,Sep
1970-09-26,0.000,0.000,Sep
1970-09-27,0.000,0.000,Sep
1970-09-28,0.000,0.000,Sep
1970-09-29,0.000,0.000,Sep
1970-09-30,0.000,0.000,Sep
1970-10-01,0.000,0.000,Oct
1970-10-02,0.006,0.000,Oct
1970-10-03,0.000,0.000,Oct
1970-10-04,0.001,0.000,Oct
1970-10-05,14.098,5.080,Oct
1970-10-06,3.001,1.778,Oct
1970-10-07,12.542,13.462,Oct
1970-10-08,2.777,1.270,Oct
1970-10-09,0.094,0.254,Oct
1970-10-10,3.807,7.620,Oct
1970-10-11,4.301,0.254,Oct
1970-10-12,7.827,19.812,Oct
1970-10-13,1.089,0.254,Oct
1970-10-14,1.001,1.270,Oct
1970-10-15,0.017,0.254,Oct
1970-10-16,0.235,1.016,Oct
1970-10-17,0.049,0.254,Oct
1970-10-18,0.004,0.254,Oct
1970-10-19,0.000,0.254,Oct
1970-10-20,0.000,0.254,Oct
1970-10-21,0.000,0.000,Oct
1970-10-22,0.010,0.254,Oct
1970-10-23,8.669,1.778,Oct
1970-10-24,2.301,0.254,Oct
1970-10-25,3.371,0.254,Oct
1970-10-26,1.439,0.000,Oct
1970-10-27,4.394,2.540,Oct
1970-10-28,7.465,4.826,Oct
1970-10-29,0.559,1.524,Oct
1970-10-30,0.071,0.254,Oct
1970-10-31,0.123,0.254,Oct
1970-11-01,0.002,0.000,Nov
1970-11-02,0.240,1.270,Nov
1970-11-03,0.104,0.254,Nov
1970-11-04,0.003,0.254,Nov
1970-11-05,0.008,0.000,Nov
1970-11-06,0.007,0.254,Nov
1970-11-07,0.140,0.254,Nov
1970-11-08,3.491,0.762,Nov
1970-11-09,3.074,3.556,Nov
1970-11-10,2.323,0.508,Nov
1970-11-11,0.001,0.000,Nov
1970-11-12,0.005,0.254,Nov
1970-11-13,0.001,0.254,Nov
1970-11-14,0.145,0.254,Nov
1970-11-15,0.002,0.000,Nov
1970-11-16,13.988,9.144,Nov
1970-11-17,3.444,0.254,Nov
1970-11-18,0.025,1.524,Nov
1970-11-19,1.609,0.762,Nov
1970-11-20,1.688,0.254,Nov
1970-11-21,0.015,0.254,Nov
1970-11-22,5.613,4.826,Nov
1970-11-23,13.122,10.668,Nov
1970-11-24,4.846,1.778,Nov
1970-11-25,0.340,0.254,Nov
1970-11-26,2.211,4.826,Nov
1970-11-27,0.392,0.508,Nov
1970-11-28,0.438,0.508,Nov
1970-11-29,0.035,0.254,Nov
1970-11-30,1.286,0.254,Nov
1970-12-01,0.226,0.254,Dec
1970-12-02,0.000,0.000,Dec
1970-12-03,0.000,0.000,Dec
1970-12-04,0.000,0.000,Dec
1970-12-05,0.021,0.000,Dec
1970-12-06,0.000,0.254,Dec
1970-12-07,0.046,0.254,Dec
1970-12-08,0.003,0.000,Dec
1970-12-09,0.002,0.000,Dec
1970-12-10,0.000,0.000,Dec
1970-12-11,0.000,0.000,Dec
1970-12-12,0.003,0.000,Dec
1970-12-13,0.100,0.254,Dec
1970-12-14,0.061,0.254,Dec
1970-12-15,2.447,2.540,Dec
1970-12-16,1.815,0.254,Dec
1970-12-17,9.622,11.938,Dec
1970-12-18,0.000,0.000,Dec
1970-12-19,6.308,1.778,Dec
1970-12-20,2.097,0.254,Dec
1970-12-21,2.997,0.254,Dec
1970-12-22,7.543,7.366,Dec
1970-12-23,23.983,29.972,Dec
1970-12-24,2.202,2.032,Dec
1970-12-25,1.529,0.254,Dec
1970-12-26,0.001,0.254,Dec
1970-12-27,0.000,0.000,Dec
1970-12-28,0.000,0.000,Dec
1970-12-29,0.020,0.254,Dec
1970-12-30,0.024,0.254,Dec
1970-12-31,1.666,1.270,Dec
1971-01-01,0.611,0.254,Jan
1971-01-02,6.087,0.000,Jan
1971-01-03,9.489,1.270,Jan
1971-01-04,2.211,1.270,Jan
1971-01-05,0.181,0.254,Jan
1971-01-06,0.000,0.000,Jan
1971-01-07,0.000,0.000,Jan
1971-01-08,0.000,0.254,Jan
1971-01-09,0.064,0.254,Jan
1971-01-10,0.607,0.254,Jan
1971-01-11,0.354,0.254,Jan
1971-01-12,0.030,0.000,Jan
1971-01-13,0.001,0.000,Jan
1971-01-14,0.000,0.000,Jan
1971-01-15,0.000,0.000,Jan
1971-01-16,0.000,0.000,Jan
1971-01-17,0.032,0.254,Jan
1971-01-18,1.080,0.254,Jan
1971-01-19,0.892,0.254,Jan
1971-01-20,0.141,0.254,Jan
1971-01-21,0.002,0.000,Jan
1971-01-22,0.012,0.000,Jan
1971-01-23,0.017,0.508,Jan
1971-01-24,0.167,0.254,Jan
1971-01-25,0.000,0.000,Jan
1971-01-26,0.000,0.000,Jan
1971-01-27,0.000,0.000,Jan
1971-01-28,0.113,0.254,Jan
1971-01-29,0.000,0.254,Jan
1971-01-30,0.137,0.254,Jan
1971-01-31,1.681,0.254,Jan
1971-02-01,1.149,0.000,Feb
1971-02-02,0.013,0.254,Feb
1971-02-03,0.104,0.254,Feb
1971-02-04,2.437,0.000,Feb
1971-02-05,6.827,1.270,Feb
1971-02-06,0.101,0.000,Feb
1971-02-07,4.781,0.254,Feb
1971-02-08,3.452,0.254,Feb
1971-02-09,0.027,0.254,Feb
1971-02-10,0.610,0.254,Feb
1971-02-11,0.071,0.254,Feb
1971-02-12,0.014,0.000,Feb
1971-02-13,0.000,0.000,Feb
1971-02-14,0.000,0.000,Feb
1971-02-15,0.000,0.000,Feb
1971-02-16,0.000,0.000,Feb
1971-02-17,0.002,0.000,Feb
1971-02-18,0.150,0.508,Feb
1971-02-19,2.027,0.254,Feb
1971-02-20,2.547,0.762,Feb
1971-02-21,5.839,0.762,Feb
1971-02-22,0.007,0.000,Feb
1971-02-23,0.002,0.000,Feb
1971-02-24,0.797,0.254,Feb
1971-02-25,0.453,0.254,Feb
1971-02-26,0.788,0.762,Feb
1971-02-27,0.446,0.254,Feb
1971-02-28,0.042,0.000,Feb
1971-03-01,0.000,0.000,Mar
1971-03-02,0.003,0.000,Mar
1971-03-03,0.046,0.000,Mar
1971-03-04,0.004,0.000,Mar
1971-03-05,0.000,0.000,Mar
1971-03-06,0.000,0.000,Mar
1971-03-07,0.001,0.000,Mar
1971-03-08,0.150,0.254,Mar
1971-03-09,0.029,0.000,Mar
1971-03-10,0.012,0.254,Mar
1971-03-11,0.004,0.000,Mar
1971-03-12,0.004,0.000,Mar
1971-03-13,0.001,0.000,Mar
1971-03-14,0.009,0.000,Mar
1971-03-15,3.076,0.254,Mar
1971-03-16,0.220,0.254,Mar
1971-03-17,2.893,0.508,Mar
1971-03-18,0.198,0.254,Mar
1971-03-19,0.015,0.000,Mar
1971-03-20,0.031,0.000,Mar
1971-03-21,0.000,0.000,Mar
1971-03-22,0.006,0.000,Mar
1971-03-23,0.145,0.000,Mar
1971-03-24,0.074,0.000,Mar
1971-03-25,0.434,0.000,Mar
1971-03-26,2.988,0.254,Mar
1971-03-27,0.710,0.000,Mar
1971-03-28,0.001,0.000,Mar
1971-03-29,0.044,0.000,Mar
1971-03-30,0.034,0.000,Mar
1971-03-31,0.007,0.000,Mar
1971-04-01,0.016,0.000,Apr
1971-04-02,0.000,0.000,Apr
1971-04-03,0.000,0.000,Apr
1971-04-04,0.004,0.000,Apr
1971-04-05,0.100,0.254,Apr
1971-04-06,0.063,0.254,Apr
1971-04-07,0.382,0.254,Apr
1971-04-08,0.001,0.000,Apr
1971-04-09,0.019,0.000,Apr
1971-04-10,0.000,0.000,Apr
1971-04-11,4.174,0.508,Apr
1971-04-12,1.346,0.508,Apr
1971-04-13,1.211,0.254,Apr
1971-04-14,0.074,0.254,Apr
1971-04-15,2.084,0.254,Apr
1971-04-16,7.975,0.762,Apr
1971-04-17,4.071,1.270,Apr
1971-04-18,0.864,0.254,Apr
1971-04-19,0.077,0.254,Apr
1971-04-20,0.196,0.000,Apr
1971-04-21,0.453,0.000,Apr
1971-04-22,0.000,0.000,Apr
1971-04-23,0.070,0.000,Apr
1971-04-24,0.398,0.000,Apr
1971-04-25,0.907,0.000,Apr
1971-04-26,0.027,0.000,Apr
1971-04-27,0.202,0.000,Apr
1971-04-28,0.051,0.254,Apr
1971-04-29,0.001,0.254,Apr
1971-04-30,0.123,0.254,Apr
1971-05-01,0.237,0.254,May
1971-05-02,1.191,0.000,May
1971-05-03,0.130,0.254,May
1971-05-04,1.831,1.524,May
1971-05-05,0.999,0.254,May
1971-05-06,0.097,0.254,May
1971-05-07,0.199,0.254,May
1971-05-08,0.013,0.254,May
1971-05-09,0.002,0.000,May
1971-05-10,0.035,0.000,May
1971-05-11,0.001,0.000,May
1971-05-12,0.572,0.254,May
1971-05-13,4.403,1.524,May
1971-05-14,3.847,0.508,May
1971-05-15,0.146,0.254,May
1971-05-16,0.003,0.000,May
1971-05-17,4.569,0.254,May
1971-05-18,1.030,1.524,May
1971-05-19,0.487,1.270,May
1971-05-20,12.662,0.254,May
1971-05-21,2.597,0.508,May
1971-05-22,2.654,1.016,May
1971-05-23,0.901,0.762,May
1971-05-24,0.172,0.254,May
1971-05-25,12.038,0.254,May
1971-05-26,2.149,3.048,May
1971-05-27,0.439,0.000,May
1971-05-28,1.721,2.794,May
1971-05-29,3.842,2.794,May
1971-05-30,2.191,1.016,May
1971-05-31,9.535,1.016,May
1971-06-01,4.284,0.254,Jun
1971-06-02,0.249,0.254,Jun
1971-06-03,0.911,0.508,Jun
1971-06-04,0.921,1.016,Jun
1971-06-05,6.804,2.032,Jun
1971-06-06,3.289,0.508,Jun
1971-06-07,1.943,1.016,Jun
1971-06-08,2.935,0.254,Jun
1971-06-09,6.614,1.524,Jun
1971-06-10,0.219,1.270,Jun
1971-06-11,2.215,0.000,Jun
1971-06-12,0.000,0.000,Jun
1971-06-13,0.000,0.000,Jun
1971-06-14,1.748,3.302,Jun
1971-06-15,0.513,0.254,Jun
1971-06-16,6.211,2.794,Jun
1971-06-17,3.495,2.032,Jun
1971-06-18,6.735,0.254,Jun
1971-06-19,0.436,0.254,Jun
1971-06-20,1.809,0.762,Jun
1971-06-21,0.014,0.254,Jun
1971-06-22,3.002,0.762,Jun
1971-06-23,10.737,0.254,Jun
1971-06-24,0.003,0.000,Jun
1971-06-25,0.008,0.000,Jun
1971-06-26,0.003,0.254,Jun
1971-06-27,0.497,0.000,Jun
1971-06-28,0.001,0.254,Jun
1971-06-29,0.000,0.000,Jun
1971-06-30,1.034,0.254,Jun
1971-07-01,1.906,2.286,Jul
1971-07-02,0.001,0.000,Jul
1971-07-03,0.000,0.000,Jul
1971-07-04,0.005,0.000,Jul
1971-07-05,0.080,0.000,Jul
1971-07-06,0.609,3.302,Jul
1971-07-07,12.483,10.922,Jul
1971-07-08,0.539,6.350,Jul
1971-07-09,0.000,0.254,Jul
1971-07-10,0.000,0.254,Jul
1971-07-11,0.264,1.016,Jul
1971-07-12,0.114,0.254,Jul
1971-07-13,0.615,0.508,Jul
1971-07-14,0.118,0.254,Jul
1971-07-15,2.090,3.810,Jul
1971-07-16,0.458,1.270,Jul
1971-07-17,8.448,2.540,Jul
1971-07-18,5.478,0.254,Jul
1971-07-19,1.824,1.778,Jul
1971-07-20,10.419,5.080,Jul
1971-07-21,6.184,2.032,Jul
1971-07-22,5.857,1.524,Jul
1971-07-23,4.397,3.302,Jul
1971-07-24,0.023,2.540,Jul
1971-07-25,1.360,1.016,Jul
1971-07-26,9.491,2.794,Jul
1971-07-27,12.979,2.794,Jul
1971-07-28,1.796,0.254,Jul
1971-07-29,0.921,2.286,Jul
1971-07-30,1.366,3.810,Jul
1971-07-31,0.513,6.350,Jul
1971-08-01,0.889,5.842,Aug
1971-08-02,0.002,0.000,Aug
1971-08-03,0.041,0.254,Aug
1971-08-04,1.533,9.144,Aug
1971-08-05,4.323,20.574,Aug
1971-08-06,4.958,12.700,Aug
1971-08-07,18.828,4.064,Aug
1971-08-08,8.653,8.890,Aug
1971-08-09,1.184,0.762,Aug
1971-08-10,0.007,0.254,Aug
1971-08-11,0.000,0.000,Aug
1971-08-12,0.003,0.000,Aug
1971-08-13,0.000,0.000,Aug
1971-08-14,0.002,0.254,Aug
1971-08-15,0.203,1.270,Aug
1971-08-16,0.455,1.270,Aug
1971-08-17,6.382,3.556,Aug
1971-08-18,2.071,0.254,Aug
1971-08-19,0.878,0.508,Aug
1971-08-20,0.000,0.254,Aug
1971-08-21,0.000,0.000,Aug
1971-08-22,0.596,0.254,Aug
1971-08-23,0.213,0.254,Aug
1971-08-24,0.038,0.254,Aug
1971-08-25,0.023,0.254,Aug
1971-08-26,1.067,9.144,Aug
1971-08-27,11.757,0.762,Aug
1971-08-28,0.759,0.254,Aug
1971-08-29,0.615,0.254,Aug
1971-08-30,0.000,0.000,Aug
1971-08-31,0.078,0.000,Aug
1971-09-01,0.068,0.254,Sep
1971-09-02,0.000,0.254,Sep
1971-09-03,0.442,0.254,Sep
1971-09-04,0.056,0.254,Sep
1971-09-05,0.827,0.762,Sep
1971-09-06,0.062,0.000,Sep
1971-09-07,0.000,0.000,Sep
1971-09-08,0.002,0.000,Sep
1971-09-09,0.014,0.254,Sep
1971-09-10,3.059,0.508,Sep
1971-09-11,0.042,0.508,Sep
1971-09-12,0.000,0.000,Sep
1971-09-13,0.000,0.000,Sep
1971-09-14,0.051,0.000,Sep
1971-09-15,0.430,0.000,Sep
1971-09-16,10.469,1.524,Sep
1971-09-17,0.454,0.254,Sep
1971-09-18,1.622,4.064,Sep
1971-09-19,6.754,1.270,Sep
1971-09-20,0.547,0.254,Sep
1971-09-21,0.271,0.254,Sep
1971-09-22,1.100,1.016,Sep
1971-09-23,0.951,3.302,Sep
1971-09-24,0.000,0.000,Sep
1971-09-25,0.084,0.762,Sep
1971-09-26,0.007,0.000,Sep
1971-09-27,9.055,13.970,Sep
1971-09-28,45.057,50.038,Sep
1971-09-29,5.056,2.286,Sep
1971-09-30,6.781,6.096,Sep
1971-10-01,1.362,0.254,Oct
1971-10-02,0.001,0.254,Oct
1971-10-03,0.000,0.000,Oct
1971-10-04,0.000,0.000,Oct
1971-10-05,0.065,0.000,Oct
1971-10-06,0.132,0.254,Oct
1971-10-07,1.250,0.254,Oct
1971-10-08,3.951,0.254,Oct
1971-10-09,10.618,0.254,Oct
1971-10-10,11.228,0.254,Oct
1971-10-11,2.304,4.826,Oct
1971-10-12,1.892,1.524,Oct
1971-10-13,0.244,0.508,Oct
1971-10-14,9.595,6.858,Oct
1971-10-15,11.011,13.716,Oct
1971-10-16,3.464,4.826,Oct
1971-10-17,0.249,1.778,Oct
1971-10-18,0.405,0.254,Oct
1971-10-19,1.250,2.540,Oct
1971-10-20,0.020,0.254,Oct
1971-10-21,0.520,0.254,Oct
1971-10-22,1.126,0.254,Oct
1971-10-23,2.240,0.254,Oct
1971-10-24,0.101,0.254,Oct
1971-10-25,2.449,0.762,Oct
1971-10-26,6.313,9.398,Oct
1971-10-27,3.269,0.254,Oct
1971-10-28,2.828,1.016,Oct
1971-10-29,1.057,1.270,Oct
1971-10-30,6.580,2.794,Oct
1971-10-31,3.419,3.048,Oct
1971-11-01,0.311,0.254,Nov
1971-11-02,0.005,0.000,Nov
1971-11-03,0.000,0.000,Nov
1971-11-04,0.967,1.524,Nov
1971-11-05,1.524,0.508,Nov
1971-11-06,0.044,0.000,Nov
1971-11-07,0.002,0.000,Nov
1971-11-08,0.199,0.254,Nov
1971-11-09,4.048,0.508,Nov
1971-11-10,9.780,2.032,Nov
1971-11-11,0.114,0.254,Nov
1971-11-12,0.004,0.254,Nov
1971-11-13,3.692,0.254,Nov
1971-11-14,3.024,1.270,Nov
1971-11-15,2.671,1.016,Nov
1971-11-16,1.702,0.254,Nov
1971-11-17,3.561,0.254,Nov
1971-11-18,1.698,1.016,Nov
1971-11-19,0.436,0.762,Nov
1971-11-20,1.827,0.254,Nov
1971-11-21,0.115,0.254,Nov
1971-11-22,0.897,0.762,Nov
1971-11-23,0.001,0.254,Nov
1971-11-24,0.009,0.000,Nov
1971-11-25,0.000,0.254,Nov
1971-11-26,0.000,0.000,Nov
1971-11-27,0.000,0.000,Nov
1971-11-28,0.002,0.000,Nov
1971-11-29,0.016,0.254,Nov
1971-11-30,0.035,0.000,Nov
1971-12-01,0.000,0.000,Dec
1971-12-02,0.054,0.254,Dec
1971-12-03,0.007,0.000,Dec
1971-12-04,0.000,0.000,Dec
1971-12-05,1.559,0.762,Dec
1971-12-06,8.561,3.302,Dec
1971-12-07,7.273,3.048,Dec
1971-12-08,1.274,0.254,Dec
1971-12-09,2.276,5.842,Dec
1971-12-10,8.028,1.270,Dec
1971-12-11,0.860,1.270,Dec
1971-12-12,15.939,4.826,Dec
1971-12-13,0.923,1.524,Dec
1971-12-14,15.681,2.540,Dec
1971-12-15,1.821,0.254,Dec
1971-12-16,3.351,1.778,Dec
1971-12-17,17.195,4.826,Dec
1971-12-18,0.747,0.254,Dec
1971-12-19,0.064,0.254,Dec
1971-12-20,0.917,0.254,Dec
1971-12-21,0.092,0.254,Dec
1971-12-22,10.489,5.842,Dec
1971-12-23,8.524,11.430,Dec
1971-12-24,7.193,6.096,Dec
1971-12-25,7.374,7.366,Dec
1971-12-26,0.754,0.254,Dec
1971-12-27,2.992,1.016,Dec
1971-12-28,2.172,1.016,Dec
1971-12-29,0.616,0.000,Dec
1971-12-30,4.457,0.508,Dec
1971-12-31,0.255,0.254,Dec
1972-01-01,0.802,1.016,Jan
1972-01-02,1.041,0.254,Jan
1972-01-03,1.320,0.254,Jan
1972-01-04,5.161,0.508,Jan
1972-01-05,2.392,0.254,Jan
1972-01-06,0.135,0.254,Jan
1972-01-07,0.023,0.254,Jan
1972-01-08,0.036,0.254,Jan
1972-01-09,0.002,0.254,Jan
1972-01-10,0.002,0.000,Jan
