Time,precip_mm_ERA5_4km,CORDOVA AIRPORT,month
1970-04-16,14.992,2.794,Apr
1970-04-17,11.476,3.048,Apr
1970-04-18,0.890,4.064,Apr
1970-04-19,0.000,0.254,Apr
1970-04-20,42.530,27.432,Apr
1970-04-21,24.996,37.592,Apr
1970-04-22,2.790,8.382,Apr
1970-04-23,5.572,0.254,Apr
1970-04-24,0.000,0.000,Apr
1970-04-25,0.000,0.000,Apr
1970-04-26,0.006,0.000,Apr
1970-04-27,2.266,1.016,Apr
1970-04-28,3.067,2.794,Apr
1970-04-29,15.256,27.178,Apr
1970-04-30,12.358,4.318,Apr
1970-05-01,10.376,7.874,May
1970-05-02,0.013,0.508,May
1970-05-03,3.767,0.000,May
1970-05-04,0.072,6.604,May
1970-05-05,10.359,14.732,May
1970-05-06,10.353,17.272,May
1970-05-07,6.098,4.826,May
1970-05-08,1.101,0.254,May
1970-05-09,0.181,0.000,May
1970-05-10,0.000,0.000,May
1970-05-11,0.000,0.000,May
1970-05-12,0.081,0.000,May
1970-05-13,2.202,1.524,May
1970-05-14,1.008,1.016,May
1970-05-15,3.814,2.032,May
1970-05-16,0.019,0.000,May
1970-05-17,0.318,3.810,May
1970-05-18,0.249,0.000,May
1970-05-19,0.436,3.048,May
1970-05-20,3.112,1.016,May
1970-05-21,5.753,2.540,May
1970-05-22,4.262,6.350,May
1970-05-23,1.357,0.508,May
1970-05-24,9.934,1.270,May
1970-05-25,0.034,0.000,May
1970-05-26,0.000,0.000,May
1970-05-27,0.002,0.254,May
1970-05-28,0.003,0.254,May
1970-05-29,0.002,0.254,May
1970-05-30,0.144,0.254,May
1970-05-31,7.620,11.684,May
1970-06-01,9.677,5.588,Jun
1970-06-02,0.778,2.032,Jun
1970-06-03,3.596,6.604,Jun
1970-06-04,0.103,4.826,Jun
1970-06-05,0.000,0.254,Jun
1970-06-06,0.000,0.000,Jun
1970-06-07,0.019,5.588,Jun
1970-06-08,30.002,19.812,Jun
1970-06-09,3.215,3.302,Jun
1970-06-10,0.000,0.000,Jun
1970-06-11,0.004,1.778,Jun
1970-06-12,19.924,17.780,Jun
1970-06-13,25.328,34.290,Jun
1970-06-14,3.439,7.112,Jun
1970-06-15,4.964,6.858,Jun
1970-06-16,0.000,0.000,Jun
1970-06-17,0.439,3.556,Jun
1970-06-18,21.672,21.590,Jun
1970-06-19,18.963,9.652,Jun
1970-06-20,5.658,2.540,Jun
1970-06-21,0.962,4.318,Jun
1970-06-22,1.884,8.636,Jun
1970-06-23,0.262,0.254,Jun
1970-06-24,0.373,3.048,Jun
1970-06-25,0.509,3.048,Jun
1970-06-26,0.984,5.080,Jun
1970-06-27,0.021,2.032,Jun
1970-06-28,0.242,1.016,Jun
1970-06-29,0.436,2.794,Jun
1970-06-30,0.553,0.000,Jun
1970-07-01,0.243,0.254,Jul
1970-07-02,0.319,2.540,Jul
1970-07-03,0.235,1.016,Jul
1970-07-04,7.689,14.986,Jul
1970-07-05,6.649,1.016,Jul
1970-07-06,2.210,0.508,Jul
1970-07-07,0.012,10.414,Jul
1970-07-08,0.009,3.302,Jul
1970-07-09,0.011,1.524,Jul
1970-07-10,0.014,1.524,Jul
1970-07-11,1.307,4.318,Jul
1970-07-12,12.181,6.604,Jul
1970-07-13,9.147,2.794,Jul
1970-07-14,10.108,15.748,Jul
1970-07-15,8.364,3.810,Jul
1970-07-16,2.797,4.318,Jul
1970-07-17,1.868,6.096,Jul
1970-07-18,6.673,8.382,Jul
1970-07-19,0.036,0.000,Jul
1970-07-20,0.000,0.000,Jul
1970-07-21,9.075,3.810,Jul
1970-07-22,9.781,2.540,Jul
1970-07-23,0.553,1.778,Jul
1970-07-24,0.000,0.254,Jul
1970-07-25,0.000,0.000,Jul
1970-07-26,0.000,0.000,Jul
1970-07-27,0.037,0.000,Jul
1970-07-28,3.753,0.254,Jul
1970-07-29,3.160,14.986,Jul
1970-07-30,32.636,12.700,Jul
1970-07-31,45.739,37.846,Jul
1970-08-01,18.748,8.382,Aug
1970-08-02,12.568,21.082,Aug
1970-08-03,23.365,7.112,Aug
1970-08-04,0.000,0.000,Aug
1970-08-05,5.826,7.112,Aug
1970-08-06,1.585,2.032,Aug
1970-08-07,22.422,11.430,Aug
1970-08-08,2.123,8.382,Aug
1970-08-09,3.647,3.302,Aug
1970-08-10,0.130,5.080,Aug
1970-08-11,0.221,1.778,Aug
1970-08-12,0.002,0.254,Aug
1970-08-13,7.388,5.588,Aug
1970-08-14,10.818,3.810,Aug
1970-08-15,12.278,25.146,Aug
1970-08-16,9.733,7.620,Aug
1970-08-17,0.023,9.652,Aug
1970-08-18,32.986,23.622,Aug
1970-08-19,13.544,8.636,Aug
1970-08-20,39.295,64.008,Aug
1970-08-21,14.273,16.002,Aug
1970-08-22,6.899,44.958,Aug
1970-08-23,7.220,4.064,Aug
1970-08-24,2.383,0.000,Aug
1970-08-25,0.000,0.000,Aug
1970-08-26,0.000,0.000,Aug
1970-08-27,0.000,0.254,Aug
1970-08-28,0.615,6.350,Aug
1970-08-29,25.421,11.176,Aug
1970-08-30,19.102,8.382,Aug
1970-08-31,10.734,1.778,Aug
1970-09-01,1.253,2.540,Sep
1970-09-02,6.084,2.286,Sep
1970-09-03,0.191,16.256,Sep
1970-09-04,42.094,33.528,Sep
1970-09-05,0.366,0.762,Sep
1970-09-06,10.434,4.064,Sep
1970-09-07,0.983,1.524,Sep
1970-09-08,0.603,0.000,Sep
1970-09-09,0.000,0.000,Sep
1970-09-10,0.000,0.000,Sep
1970-09-11,0.110,0.254,Sep
1970-09-12,0.046,0.000,Sep
1970-09-13,0.290,0.000,Sep
1970-09-14,0.480,2.032,Sep
1970-09-15,1.707,0.254,Sep
1970-09-16,1.452,8.382,Sep
1970-09-17,0.920,1.270,Sep
1970-09-18,0.709,10.160,Sep
1970-09-19,0.148,6.858,Sep
1970-09-20,0.058,6.858,Sep
1970-09-21,0.217,0.254,Sep
1970-09-22,0.000,0.000,Sep
1970-09-23,0.003,0.000,Sep
1970-09-24,12.859,4.318,Sep
1970-09-25,20.263,58.166,Sep
1970-09-26,35.037,26.416,Sep
1970-09-27,19.736,11.938,Sep
1970-09-28,9.588,10.160,Sep
1970-09-29,1.437,14.478,Sep
1970-09-30,16.720,15.240,Sep
1970-10-01,8.233,21.082,Oct
1970-10-02,11.676,8.128,Oct
1970-10-03,0.000,0.000,Oct
1970-10-04,0.000,0.000,Oct
1970-10-05,0.633,0.508,Oct
1970-10-06,13.096,13.208,Oct
1970-10-07,0.050,0.254,Oct
1970-10-08,3.148,0.254,Oct
1970-10-09,30.372,16.002,Oct
1970-10-10,1.859,0.254,Oct
1970-10-11,8.788,15.748,Oct
1970-10-12,9.886,9.398,Oct
1970-10-13,24.306,28.702,Oct
1970-10-14,0.000,0.000,Oct
1970-10-15,11.601,16.002,Oct
1970-10-16,28.070,10.922,Oct
1970-10-17,49.116,1.524,Oct
1970-10-18,6.098,4.318,Oct
1970-10-19,0.474,0.254,Oct
1970-10-20,2.068,0.254,Oct
1970-10-21,12.997,1.270,Oct
1970-10-22,7.127,0.254,Oct
1970-10-23,0.000,0.000,Oct
1970-10-24,0.000,0.000,Oct
1970-10-25,0.013,0.000,Oct
1970-10-26,10.460,5.588,Oct
1970-10-27,0.856,1.016,Oct
1970-10-28,3.992,0.254,Oct
1970-10-29,19.818,29.210,Oct
1970-10-30,37.334,39.624,Oct
1970-10-31,13.266,35.814,Oct
1970-11-01,4.673,5.334,Nov
1970-11-02,2.234,13.462,Nov
1970-11-03,1.011,3.810,Nov
1970-11-04,2.603,0.762,Nov
1970-11-05,0.116,0.254,Nov
1970-11-06,0.016,0.000,Nov
1970-11-07,0.448,7.112,Nov
1970-11-08,0.169,0.000,Nov
1970-11-09,0.000,0.254,Nov
1970-11-10,2.617,2.794,Nov
1970-11-11,3.844,3.048,Nov
1970-11-12,19.739,12.192,Nov
1970-11-13,4.850,1.778,Nov
1970-11-14,1.338,0.000,Nov
1970-11-15,0.245,0.000,Nov
1970-11-16,0.000,0.000,Nov
1970-11-17,2.669,5.334,Nov
1970-11-18,0.906,0.000,Nov
1970-11-19,0.005,0.000,Nov
1970-11-20,2.421,1.270,Nov
1970-11-21,0.054,14.478,Nov
1970-11-22,1.183,0.254,Nov
1970-11-23,0.039,0.000,Nov
1970-11-24,0.204,0.000,Nov
1970-11-25,1.187,0.254,Nov
1970-11-26,0.000,0.000,Nov
1970-11-27,1.066,0.508,Nov
1970-11-28,0.117,0.254,Nov
1970-11-29,0.000,0.000,Nov
1970-11-30,0.000,0.000,Nov
1970-12-01,0.000,0.000,Dec
1970-12-02,0.000,0.000,Dec
1970-12-03,0.032,0.000,Dec
1970-12-04,0.003,0.000,Dec
1970-12-05,0.000,0.000,Dec
1970-12-06,3.167,0.254,Dec
1970-12-07,4.626,2.032,Dec
1970-12-08,5.368,9.398,Dec
1970-12-09,5.400,0.508,Dec
1970-12-10,7.707,5.842,Dec
1970-12-11,14.206,4.318,Dec
1970-12-12,9.573,2.032,Dec
1970-12-13,19.991,12.700,Dec
1970-12-14,16.293,14.986,Dec
1970-12-15,0.026,0.000,Dec
1970-12-16,0.000,0.000,Dec
1970-12-17,0.002,3.302,Dec
1970-12-18,1.939,0.254,Dec
1970-12-19,0.058,0.254,Dec
1970-12-20,0.051,0.000,Dec
1970-12-21,15.731,12.700,Dec
1970-12-22,0.030,0.254,Dec
1970-12-23,43.676,37.592,Dec
1970-12-24,27.004,21.590,Dec
1970-12-25,26.365,31.242,Dec
1970-12-26,14.864,12.446,Dec
1970-12-27,11.002,9.398,Dec
1970-12-28,0.068,0.000,Dec
1970-12-29,2.286,10.160,Dec
1970-12-30,5.904,0.000,Dec
1970-12-31,0.000,0.000,Dec
1971-01-01,0.003,0.762,Jan
1971-01-02,13.320,3.302,Jan
1971-01-03,18.192,19.050,Jan
1971-01-04,23.248,26.416,Jan
1971-01-05,25.250,35.814,Jan
1971-01-06,0.252,7.112,Jan
1971-01-07,0.000,0.254,Jan
1971-01-08,0.000,0.000,Jan
1971-01-09,0.000,0.000,Jan
1971-01-10,0.000,0.000,Jan
1971-01-11,0.000,0.000,Jan
1971-01-12,0.000,0.000,Jan
1971-01-13,0.000,0.000,Jan
1971-01-14,0.000,0.000,Jan
1971-01-15,0.000,0.000,Jan
1971-01-16,1.998,0.000,Jan
1971-01-17,1.295,0.000,Jan
1971-01-18,0.001,0.000,Jan
1971-01-19,1.290,1.270,Jan
1971-01-20,0.000,1.016,Jan
1971-01-21,0.335,0.254,Jan
1971-01-22,0.008,0.000,Jan
1971-01-23,0.000,0.000,Jan
1971-01-24,0.000,0.000,Jan
1971-01-25,6.190,3.048,Jan
1971-01-26,0.003,0.000,Jan
1971-01-27,0.000,0.000,Jan
1971-01-28,0.201,0.254,Jan
1971-01-29,0.018,0.000,Jan
1971-01-30,2.129,0.254,Jan
1971-01-31,5.020,0.508,Jan
1971-02-01,15.209,9.652,Feb
1971-02-02,7.132,0.254,Feb
1971-02-03,0.000,0.000,Feb
1971-02-04,0.011,0.000,Feb
1971-02-05,3.657,8.636,Feb
1971-02-06,59.843,36.576,Feb
1971-02-07,33.728,48.260,Feb
1971-02-08,21.637,29.972,Feb
1971-02-09,12.384,2.032,Feb
1971-02-10,1.349,0.000,Feb
1971-02-11,10.641,1.016,Feb
1971-02-12,22.209,2.286,Feb
1971-02-13,6.435,5.588,Feb
1971-02-14,3.724,0.762,Feb
1971-02-15,4.349,20.320,Feb
1971-02-16,5.956,1.270,Feb
1971-02-17,16.409,5.588,Feb
1971-02-18,7.378,3.048,Feb
1971-02-19,4.892,4.826,Feb
1971-02-20,13.131,1.778,Feb
1971-02-21,24.964,8.382,Feb
1971-02-22,2.977,19.304,Feb
1971-02-23,4.099,0.254,Feb
1971-02-24,0.837,0.254,Feb
1971-02-25,0.000,0.000,Feb
1971-02-26,0.000,0.000,Feb
1971-02-27,0.111,0.508,Feb
1971-02-28,26.797,16.764,Feb
1971-03-01,28.251,18.796,Mar
1971-03-02,5.310,0.254,Mar
1971-03-03,0.025,0.254,Mar
1971-03-04,0.000,0.254,Mar
1971-03-05,0.184,0.254,Mar
1971-03-06,0.861,0.254,Mar
1971-03-07,1.741,0.762,Mar
1971-03-08,3.538,1.778,Mar
1971-03-09,6.067,0.254,Mar
1971-03-10,2.337,0.508,Mar
1971-03-11,7.486,6.350,Mar
1971-03-12,2.235,6.604,Mar
1971-03-13,5.505,5.588,Mar
1971-03-14,0.821,0.254,Mar
1971-03-15,3.804,0.254,Mar
1971-03-16,10.578,18.542,Mar
1971-03-17,20.649,42.418,Mar
1971-03-18,0.006,0.000,Mar
1971-03-19,0.000,0.000,Mar
1971-03-20,0.000,0.000,Mar
1971-03-21,0.006,0.000,Mar
1971-03-22,0.000,0.000,Mar
1971-03-23,0.000,0.000,Mar
1971-03-24,0.000,0.000,Mar
1971-03-25,0.869,0.254,Mar
1971-03-26,0.223,0.000,Mar
1971-03-27,4.166,0.254,Mar
1971-03-28,4.615,0.508,Mar
1971-03-29,0.000,0.000,Mar
1971-03-30,0.000,0.000,Mar
1971-03-31,0.041,0.000,Mar
1971-04-01,0.000,0.000,Apr
1971-04-02,4.103,2.794,Apr
1971-04-03,12.375,9.144,Apr
1971-04-04,7.510,14.478,Apr
1971-04-05,13.118,6.858,Apr
1971-04-06,0.004,8.382,Apr
1971-04-07,0.744,0.254,Apr
1971-04-08,0.000,0.000,Apr
1971-04-09,0.026,0.762,Apr
1971-04-10,1.382,5.588,Apr
1971-04-11,8.376,17.272,Apr
1971-04-12,64.630,112.522,Apr
1971-04-13,38.005,47.244,Apr
1971-04-14,16.493,40.132,Apr
1971-04-15,10.951,5.842,Apr
1971-04-16,15.106,2.032,Apr
1971-04-17,19.298,0.508,Apr
1971-04-18,7.484,2.286,Apr
1971-04-19,1.027,0.508,Apr
1971-04-20,7.867,0.508,Apr
1971-04-21,3.380,0.254,Apr
1971-04-22,1.917,2.540,Apr
1971-04-23,5.329,1.270,Apr
1971-04-24,5.953,5.588,Apr
1971-04-25,25.152,12.446,Apr
1971-04-26,2.240,4.318,Apr
1971-04-27,0.596,0.254,Apr
1971-04-28,1.932,0.508,Apr
1971-04-29,10.585,4.826,Apr
1971-04-30,8.191,0.508,Apr
1971-05-01,6.337,4.064,May
1971-05-02,27.963,29.718,May
1971-05-03,15.037,9.398,May
1971-05-04,2.710,0.254,May
1971-05-05,14.079,6.858,May
1971-05-06,49.382,46.990,May
1971-05-07,2.846,10.414,May
1971-05-08,0.044,0.000,May
1971-05-09,1.193,0.000,May
1971-05-10,20.926,12.954,May
1971-05-11,3.174,6.096,May
1971-05-12,11.625,18.542,May
1971-05-13,7.143,11.938,May
1971-05-14,1.080,0.762,May
1971-05-15,0.000,0.762,May
1971-05-16,0.134,1.270,May
1971-05-17,7.350,0.508,May
1971-05-18,2.815,8.128,May
1971-05-19,2.327,1.524,May
1971-05-20,22.055,23.114,May
1971-05-21,14.406,19.304,May
1971-05-22,14.199,7.112,May
1971-05-23,0.030,0.508,May
1971-05-24,0.015,0.000,May
1971-05-25,0.161,1.270,May
1971-05-26,13.772,2.032,May
1971-05-27,13.937,14.732,May
1971-05-28,26.421,17.018,May
1971-05-29,4.389,7.620,May
1971-05-30,35.886,26.924,May
1971-05-31,35.322,54.864,May
1971-06-01,33.022,53.594,Jun
1971-06-02,13.781,31.496,Jun
1971-06-03,4.591,6.096,Jun
1971-06-04,0.000,0.000,Jun
1971-06-05,0.000,0.000,Jun
1971-06-06,0.000,0.000,Jun
1971-06-07,0.000,0.254,Jun
1971-06-08,0.000,0.254,Jun
1971-06-09,0.403,3.302,Jun
1971-06-10,3.829,1.778,Jun
1971-06-11,4.468,14.732,Jun
1971-06-12,2.804,4.318,Jun
1971-06-13,0.073,0.762,Jun
1971-06-14,0.985,1.016,Jun
1971-06-15,1.204,1.016,Jun
1971-06-16,0.142,1.016,Jun
1971-06-17,3.227,2.540,Jun
1971-06-18,1.993,1.016,Jun
1971-06-19,0.487,2.286,Jun
1971-06-20,0.777,2.286,Jun
1971-06-21,5.138,20.066,Jun
1971-06-22,0.312,0.254,Jun
1971-06-23,0.001,0.000,Jun
1971-06-24,2.597,0.000,Jun
1971-06-25,0.002,0.000,Jun
1971-06-26,0.518,0.254,Jun
1971-06-27,0.111,3.302,Jun
1971-06-28,2.952,5.842,Jun
1971-06-29,13.465,19.812,Jun
1971-06-30,35.960,15.494,Jun
1971-07-01,8.355,13.208,Jul
1971-07-02,15.949,4.318,Jul
1971-07-03,2.608,2.032,Jul
1971-07-04,0.002,0.000,Jul
1971-07-05,0.000,0.000,Jul
1971-07-06,0.069,0.254,Jul
1971-07-07,0.001,0.000,Jul
1971-07-08,0.134,0.000,Jul
1971-07-09,0.000,0.000,Jul
1971-07-10,0.000,0.000,Jul
1971-07-11,0.002,0.254,Jul
1971-07-12,0.044,0.000,Jul
1971-07-13,0.084,18.796,Jul
1971-07-14,9.707,4.318,Jul
1971-07-15,9.671,0.000,Jul
1971-07-16,0.724,1.270,Jul
1971-07-17,3.002,0.762,Jul
1971-07-18,1.735,2.286,Jul
1971-07-19,0.028,7.366,Jul
1971-07-20,10.752,11.684,Jul
1971-07-21,0.000,0.000,Jul
1971-07-22,0.002,0.000,Jul
1971-07-23,2.025,6.604,Jul
1971-07-24,14.358,27.178,Jul
1971-07-25,25.048,84.328,Jul
1971-07-26,10.129,5.842,Jul
1971-07-27,72.476,22.860,Jul
1971-07-28,0.463,2.286,Jul
1971-07-29,0.829,0.508,Jul
1971-07-30,0.135,11.176,Jul
1971-07-31,3.307,45.212,Jul
1971-08-01,31.001,72.390,Aug
1971-08-02,15.062,19.304,Aug
1971-08-03,0.000,0.000,Aug
1971-08-04,0.000,0.000,Aug
1971-08-05,4.264,2.032,Aug
1971-08-06,3.133,11.430,Aug
1971-08-07,1.493,2.794,Aug
1971-08-08,0.952,38.608,Aug
1971-08-09,11.148,3.556,Aug
1971-08-10,0.048,2.286,Aug
1971-08-11,0.048,0.000,Aug
1971-08-12,0.173,3.810,Aug
1971-08-13,2.031,29.464,Aug
1971-08-14,2.298,3.302,Aug
1971-08-15,0.370,2.286,Aug
1971-08-16,4.035,0.254,Aug
1971-08-17,2.866,1.270,Aug
1971-08-18,1.052,0.762,Aug
1971-08-19,3.005,9.398,Aug
1971-08-20,1.285,0.254,Aug
1971-08-21,0.000,0.000,Aug
1971-08-22,7.274,13.716,Aug
1971-08-23,4.620,0.254,Aug
1971-08-24,6.778,0.254,Aug
1971-08-25,0.178,0.000,Aug
1971-08-26,0.561,1.270,Aug
1971-08-27,0.075,0.000,Aug
1971-08-28,1.342,0.254,Aug
1971-08-29,5.116,8.382,Aug
1971-08-30,4.274,30.734,Aug
1971-08-31,3.882,13.970,Aug
1971-09-01,0.000,4.318,Sep
1971-09-02,7.819,7.112,Sep
1971-09-03,6.036,17.526,Sep
1971-09-04,2.410,1.778,Sep
1971-09-05,1.682,4.826,Sep
1971-09-06,6.173,8.128,Sep
1971-09-07,7.156,1.016,Sep
1971-09-08,0.065,5.334,Sep
1971-09-09,8.041,2.794,Sep
1971-09-10,0.078,0.000,Sep
1971-09-11,0.553,0.254,Sep
1971-09-12,0.002,0.000,Sep
1971-09-13,12.566,4.064,Sep
1971-09-14,11.020,1.524,Sep
1971-09-15,28.080,14.986,Sep
1971-09-16,22.577,25.146,Sep
1971-09-17,2.341,0.254,Sep
1971-09-18,0.000,0.000,Sep
1971-09-19,5.589,21.336,Sep
1971-09-20,14.826,7.366,Sep
1971-09-21,34.496,41.148,Sep
1971-09-22,0.624,0.000,Sep
1971-09-23,0.001,0.000,Sep
1971-09-24,0.000,0.000,Sep
1971-09-25,0.000,0.000,Sep
1971-09-26,0.001,0.000,Sep
1971-09-27,0.000,0.000,Sep
1971-09-28,0.001,0.000,Sep
1971-09-29,5.095,1.016,Sep
1971-09-30,9.035,23.368,Sep
1971-10-01,23.000,21.336,Oct
1971-10-02,32.472,25.908,Oct
1971-10-03,12.841,4.318,Oct
1971-10-04,18.338,18.034,Oct
1971-10-05,4.964,0.254,Oct
1971-10-06,3.627,4.572,Oct
1971-10-07,71.313,46.736,Oct
1971-10-08,12.140,38.608,Oct
1971-10-09,17.927,15.748,Oct
1971-10-10,31.560,35.052,Oct
1971-10-11,8.286,26.162,Oct
1971-10-12,3.618,1.778,Oct
1971-10-13,0.000,0.000,Oct
1971-10-14,0.000,0.000,Oct
1971-10-15,4.785,11.176,Oct
1971-10-16,29.445,10.922,Oct
1971-10-17,2.713,0.000,Oct
1971-10-18,1.863,0.254,Oct
1971-10-19,0.000,0.000,Oct
1971-10-20,2.089,0.000,Oct
1971-10-21,0.084,0.000,Oct
1971-10-22,0.068,0.254,Oct
1971-10-23,14.062,29.718,Oct
1971-10-24,0.027,0.000,Oct
1971-10-25,0.000,0.000,Oct
1971-10-26,0.221,0.000,Oct
1971-10-27,11.355,13.970,Oct
1971-10-28,43.720,32.258,Oct
1971-10-29,0.000,0.000,Oct
1971-10-30,3.393,3.810,Oct
1971-10-31,0.366,0.000,Oct
1971-11-01,2.683,3.810,Nov
1971-11-02,3.274,6.604,Nov
1971-11-03,0.001,0.000,Nov
1971-11-04,0.000,0.000,Nov
1971-11-05,0.268,0.254,Nov
1971-11-06,5.888,6.858,Nov
1971-11-07,0.019,0.000,Nov
1971-11-08,0.624,0.000,Nov
1971-11-09,1.312,0.000,Nov
1971-11-10,19.106,26.416,Nov
1971-11-11,20.284,14.986,Nov
1971-11-12,0.412,9.144,Nov
1971-11-13,0.007,0.000,Nov
1971-11-14,10.441,0.000,Nov
1971-11-15,4.115,1.270,Nov
1971-11-16,6.983,1.524,Nov
1971-11-17,45.706,35.052,Nov
1971-11-18,26.434,44.450,Nov
1971-11-19,10.269,26.416,Nov
1971-11-20,0.227,1.016,Nov
1971-11-21,3.767,6.096,Nov
1971-11-22,4.423,0.254,Nov
1971-11-23,0.000,0.254,Nov
1971-11-24,0.000,0.000,Nov
1971-11-25,0.079,0.000,Nov
1971-11-26,0.000,0.000,Nov
1971-11-27,1.899,3.556,Nov
1971-11-28,8.864,12.192,Nov
1971-11-29,3.437,5.334,Nov
1971-11-30,0.968,4.572,Nov
1971-12-01,6.094,1.270,Dec
1971-12-02,14.943,0.254,Dec
1971-12-03,9.387,7.620,Dec
1971-12-04,3.242,0.762,Dec
1971-12-05,0.545,0.254,Dec
1971-12-06,37.517,5.334,Dec
1971-12-07,21.017,2.032,Dec
1971-12-08,2.414,0.254,Dec
1971-12-09,0.000,0.000,Dec
1971-12-10,0.831,6.096,Dec
1971-12-11,0.193,0.000,Dec
1971-12-12,5.302,0.762,Dec
1971-12-13,2.385,0.000,Dec
1971-12-14,0.010,0.254,Dec
1971-12-15,18.408,13.970,Dec
1971-12-16,0.218,0.000,Dec
1971-12-17,5.006,7.366,Dec
1971-12-18,9.794,8.890,Dec
1971-12-19,0.028,2.286,Dec
1971-12-20,0.000,0.000,Dec
1971-12-21,0.000,0.000,Dec
1971-12-22,0.000,0.000,Dec
1971-12-23,1.624,0.000,Dec
1971-12-24,2.337,0.000,Dec
1971-12-25,1.235,2.540,Dec
1971-12-26,8.665,9.906,Dec
1971-12-27,5.531,11.430,Dec
1971-12-28,15.526,42.418,Dec
1971-12-29,6.835,2.540,Dec
1971-12-30,10.386,7.366,Dec
1971-12-31,0.050,1.524,Dec
1972-01-01,0.011,0.254,Jan
1972-01-02,4.344,0.254,Jan
1972-01-03,20.604,1.270,Jan
1972-01-04,6.096,0.762,Jan
1972-01-05,4.306,5.334,Jan
1972-01-06,7.732,10.160,Jan
1972-01-07,5.952,5.334,Jan
1972-01-08,0.666,0.254,Jan
1972-01-09,0.000,0.000,Jan
1972-01-10,0.000,0.000,Jan
