Time,precip_mm_ERA5_12km,JUNEAU AIRPORT,month
2014-02-05,0.000,0.000,Feb
2014-02-06,0.000,0.000,Feb
2014-02-07,0.000,0.000,Feb
2014-02-08,0.000,0.000,Feb
2014-02-09,0.004,0.000,Feb
2014-02-10,0.000,0.000,Feb
2014-02-11,0.007,0.000,Feb
2014-02-12,0.584,0.762,Feb
2014-02-13,5.320,1.270,Feb
2014-02-14,15.994,22.860,Feb
2014-02-15,9.459,11.938,Feb
2014-02-16,10.250,5.334,Feb
2014-02-17,6.326,4.826,Feb
2014-02-18,2.723,2.286,Feb
2014-02-19,0.000,0.000,Feb
2014-02-20,0.407,0.254,Feb
2014-02-21,0.118,0.762,Feb
2014-02-22,0.002,0.000,Feb
2014-02-23,0.000,0.000,Feb
2014-02-24,0.000,0.000,Feb
2014-02-25,0.002,0.000,Feb
2014-02-26,0.016,0.000,Feb
2014-02-27,0.000,0.000,Feb
2014-02-28,0.000,0.000,Feb
2014-03-01,0.000,0.000,Mar
2014-03-02,0.000,0.000,Mar
2014-03-03,0.000,0.000,Mar
2014-03-04,0.000,0.000,Mar
2014-03-05,0.000,0.000,Mar
2014-03-06,0.000,0.000,Mar
2014-03-07,3.775,1.524,Mar
2014-03-08,44.466,23.368,Mar
2014-03-09,11.243,2.540,Mar
2014-03-10,5.619,8.890,Mar
2014-03-11,20.601,20.574,Mar
2014-03-12,5.364,0.762,Mar
2014-03-13,2.073,1.524,Mar
2014-03-14,14.345,2.794,Mar
2014-03-15,2.911,0.762,Mar
2014-03-16,3.421,0.254,Mar
2014-03-17,7.651,7.112,Mar
2014-03-18,19.148,11.938,Mar
2014-03-19,1.893,5.588,Mar
2014-03-20,0.004,0.000,Mar
2014-03-21,0.000,0.000,Mar
2014-03-22,0.000,0.000,Mar
2014-03-23,0.000,0.000,Mar
2014-03-24,0.000,0.000,Mar
2014-03-25,0.010,0.000,Mar
2014-03-26,0.004,0.000,Mar
2014-03-27,0.000,0.000,Mar
2014-03-28,0.000,0.000,Mar
2014-03-29,0.000,0.000,Mar
2014-03-30,0.000,0.000,Mar
2014-03-31,0.000,0.000,Mar
2014-04-01,0.103,0.000,Apr
2014-04-02,1.157,0.254,Apr
2014-04-03,0.306,0.000,Apr
2014-04-04,0.932,1.524,Apr
2014-04-05,8.341,8.382,Apr
2014-04-06,11.324,4.318,Apr
2014-04-07,16.352,20.320,Apr
2014-04-08,3.696,2.540,Apr
2014-04-09,7.207,7.366,Apr
2014-04-10,1.270,4.064,Apr
2014-04-11,0.000,0.000,Apr
2014-04-12,0.000,0.000,Apr
2014-04-13,0.001,0.000,Apr
2014-04-14,0.296,0.254,Apr
2014-04-15,0.471,0.254,Apr
2014-04-16,0.341,0.254,Apr
2014-04-17,4.128,4.064,Apr
2014-04-18,13.190,2.540,Apr
2014-04-19,0.115,0.000,Apr
2014-04-20,3.902,2.032,Apr
2014-04-21,2.470,0.254,Apr
2014-04-22,0.001,0.254,Apr
2014-04-23,5.387,3.302,Apr
2014-04-24,0.016,0.000,Apr
2014-04-25,0.000,0.000,Apr
2014-04-26,0.267,0.254,Apr
2014-04-27,10.275,1.524,Apr
2014-04-28,3.179,2.032,Apr
2014-04-29,4.387,3.810,Apr
2014-04-30,0.000,0.000,Apr
2014-05-01,0.000,0.000,May
2014-05-02,0.000,0.000,May
2014-05-03,0.000,0.000,May
2014-05-04,0.000,0.000,May
2014-05-05,0.000,0.000,May
2014-05-06,0.027,0.000,May
2014-05-07,0.001,0.000,May
2014-05-08,0.013,0.000,May
2014-05-09,0.000,0.000,May
2014-05-10,0.045,3.556,May
2014-05-11,1.925,8.636,May
2014-05-12,0.255,0.254,May
2014-05-13,2.428,2.032,May
2014-05-14,1.136,0.508,May
2014-05-15,0.002,0.254,May
2014-05-16,0.000,0.000,May
2014-05-17,0.004,0.000,May
2014-05-18,0.036,0.000,May
2014-05-19,7.281,11.430,May
2014-05-20,0.712,2.286,May
2014-05-21,0.734,0.254,May
2014-05-22,0.034,2.032,May
2014-05-23,0.001,0.254,May
2014-05-24,0.017,0.000,May
2014-05-25,0.000,0.000,May
2014-05-26,0.000,0.000,May
2014-05-27,0.000,0.000,May
2014-05-28,0.010,0.254,May
2014-05-29,0.001,0.000,May
2014-05-30,4.547,6.858,May
2014-05-31,4.477,5.080,May
2014-06-01,0.014,0.000,Jun
2014-06-02,3.038,4.572,Jun
2014-06-03,3.031,4.572,Jun
2014-06-04,0.002,0.254,Jun
2014-06-05,0.000,0.254,Jun
2014-06-06,0.000,0.000,Jun
2014-06-07,12.092,8.636,Jun
2014-06-08,22.929,39.116,Jun
2014-06-09,4.573,12.700,Jun
2014-06-10,0.365,0.508,Jun
2014-06-11,0.000,0.000,Jun
2014-06-12,0.000,0.000,Jun
2014-06-13,3.957,7.620,Jun
2014-06-14,7.188,3.302,Jun
2014-06-15,0.000,0.254,Jun
2014-06-16,0.000,0.000,Jun
2014-06-17,27.317,27.178,Jun
2014-06-18,2.569,4.318,Jun
2014-06-19,0.500,0.254,Jun
2014-06-20,12.777,28.702,Jun
2014-06-21,1.490,0.254,Jun
2014-06-22,13.026,5.842,Jun
2014-06-23,4.474,8.128,Jun
2014-06-24,21.051,13.970,Jun
2014-06-25,8.596,20.828,Jun
2014-06-26,0.027,0.000,Jun
2014-06-27,0.060,0.254,Jun
2014-06-28,1.871,0.254,Jun
2014-06-29,3.859,0.254,Jun
2014-06-30,1.242,0.254,Jun
2014-07-01,0.181,0.000,Jul
2014-07-02,3.761,7.112,Jul
2014-07-03,22.104,13.716,Jul
2014-07-04,3.597,9.398,Jul
2014-07-05,0.061,3.556,Jul
2014-07-06,1.992,0.254,Jul
2014-07-07,5.342,7.620,Jul
2014-07-08,23.407,25.146,Jul
2014-07-09,0.353,1.016,Jul
2014-07-10,0.000,0.000,Jul
2014-07-11,11.581,31.750,Jul
2014-07-12,31.473,13.970,Jul
2014-07-13,19.884,17.272,Jul
2014-07-14,0.259,14.986,Jul
2014-07-15,0.319,0.254,Jul
2014-07-16,0.014,0.000,Jul
2014-07-17,0.115,0.254,Jul
2014-07-18,1.272,3.556,Jul
2014-07-19,9.402,5.588,Jul
2014-07-20,15.646,5.080,Jul
2014-07-21,0.080,0.254,Jul
2014-07-22,2.072,0.000,Jul
2014-07-23,1.166,0.254,Jul
2014-07-24,0.408,7.112,Jul
2014-07-25,7.114,6.858,Jul
2014-07-26,12.318,2.540,Jul
2014-07-27,9.385,3.810,Jul
2014-07-28,4.754,11.938,Jul
2014-07-29,24.698,16.002,Jul
2014-07-30,4.419,1.778,Jul
2014-07-31,0.000,0.000,Jul
2014-08-01,0.000,0.000,Aug
2014-08-02,0.000,0.000,Aug
2014-08-03,0.001,0.000,Aug
2014-08-04,0.627,2.540,Aug
2014-08-05,0.366,0.762,Aug
2014-08-06,1.665,5.842,Aug
2014-08-07,0.089,0.254,Aug
2014-08-08,0.514,3.810,Aug
2014-08-09,13.203,25.146,Aug
2014-08-10,52.305,38.862,Aug
2014-08-11,14.920,6.096,Aug
2014-08-12,9.620,7.112,Aug
2014-08-13,5.119,8.890,Aug
2014-08-14,14.875,21.082,Aug
2014-08-15,23.122,15.240,Aug
2014-08-16,4.394,1.270,Aug
2014-08-17,39.998,28.194,Aug
2014-08-18,2.688,5.080,Aug
2014-08-19,0.909,0.000,Aug
2014-08-20,0.034,0.000,Aug
2014-08-21,0.000,0.000,Aug
2014-08-22,0.001,0.254,Aug
2014-08-23,0.082,0.254,Aug
2014-08-24,3.528,4.572,Aug
2014-08-25,4.084,3.302,Aug
2014-08-26,10.555,15.494,Aug
2014-08-27,1.825,2.032,Aug
2014-08-28,0.323,0.762,Aug
2014-08-29,7.177,4.572,Aug
2014-08-30,10.897,6.604,Aug
2014-08-31,4.217,9.144,Aug
2014-09-01,23.313,19.558,Sep
2014-09-02,1.044,1.270,Sep
2014-09-03,4.175,5.842,Sep
2014-09-04,3.733,15.494,Sep
2014-09-05,7.227,3.810,Sep
2014-09-06,21.111,14.732,Sep
2014-09-07,11.977,11.176,Sep
2014-09-08,0.000,0.000,Sep
2014-09-09,0.000,0.000,Sep
2014-09-10,0.257,3.048,Sep
2014-09-11,4.262,10.160,Sep
2014-09-12,2.188,1.016,Sep
2014-09-13,0.896,0.254,Sep
2014-09-14,0.000,0.000,Sep
2014-09-15,0.039,0.508,Sep
2014-09-16,0.071,2.286,Sep
2014-09-17,0.183,0.254,Sep
2014-09-18,3.970,7.366,Sep
2014-09-19,10.034,15.748,Sep
2014-09-20,7.945,17.272,Sep
2014-09-21,36.892,25.146,Sep
2014-09-22,7.251,10.668,Sep
2014-09-23,0.012,0.254,Sep
2014-09-24,0.067,0.000,Sep
2014-09-25,3.280,4.572,Sep
2014-09-26,0.935,2.540,Sep
2014-09-27,9.892,21.590,Sep
2014-09-28,4.325,21.082,Sep
2014-09-29,0.232,3.302,Sep
2014-09-30,23.176,18.288,Sep
2014-10-01,0.000,0.000,Oct
2014-10-02,1.790,3.302,Oct
2014-10-03,19.734,22.098,Oct
2014-10-04,30.102,3.556,Oct
2014-10-05,27.819,10.922,Oct
2014-10-06,1.192,4.826,Oct
2014-10-07,3.929,1.778,Oct
2014-10-08,0.002,0.254,Oct
2014-10-09,23.586,26.416,Oct
2014-10-10,8.299,18.796,Oct
2014-10-11,17.011,7.366,Oct
2014-10-12,16.158,6.858,Oct
2014-10-13,5.400,10.160,Oct
2014-10-14,0.804,0.254,Oct
2014-10-15,1.714,0.254,Oct
2014-10-16,1.190,1.016,Oct
2014-10-17,0.017,0.762,Oct
2014-10-18,20.651,10.414,Oct
2014-10-19,27.043,20.574,Oct
2014-10-20,10.508,8.890,Oct
2014-10-21,1.991,0.508,Oct
2014-10-22,3.864,3.810,Oct
2014-10-23,0.082,1.778,Oct
2014-10-24,1.217,0.254,Oct
2014-10-25,0.183,0.254,Oct
2014-10-26,2.209,1.016,Oct
2014-10-27,15.143,4.064,Oct
2014-10-28,1.483,1.016,Oct
2014-10-29,3.128,0.254,Oct
2014-10-30,19.319,8.890,Oct
2014-10-31,5.947,10.160,Oct
2014-11-01,20.926,14.986,Nov
2014-11-02,7.912,6.096,Nov
2014-11-03,5.597,0.762,Nov
2014-11-04,6.984,14.732,Nov
2014-11-05,6.139,5.334,Nov
2014-11-06,5.582,6.604,Nov
2014-11-07,0.927,1.270,Nov
2014-11-08,10.450,5.334,Nov
2014-11-09,0.100,0.254,Nov
2014-11-10,0.000,0.508,Nov
2014-11-11,0.000,0.000,Nov
2014-11-12,0.000,0.000,Nov
2014-11-13,0.000,0.000,Nov
2014-11-14,0.000,0.000,Nov
2014-11-15,0.000,0.000,Nov
2014-11-16,0.119,0.254,Nov
2014-11-17,0.000,0.254,Nov
2014-11-18,7.917,12.700,Nov
2014-11-19,19.847,11.938,Nov
2014-11-20,0.009,0.254,Nov
2014-11-21,7.828,3.302,Nov
2014-11-22,1.757,1.524,Nov
2014-11-23,1.912,1.524,Nov
2014-11-24,17.387,7.620,Nov
2014-11-25,0.215,1.270,Nov
2014-11-26,0.000,0.254,Nov
2014-11-27,0.000,0.000,Nov
2014-11-28,0.000,0.000,Nov
2014-11-29,0.245,2.286,Nov
2014-11-30,6.767,14.732,Nov
2014-12-01,0.198,1.270,Dec
2014-12-02,10.506,10.160,Dec
2014-12-03,1.799,0.254,Dec
2014-12-04,0.000,0.000,Dec
2014-12-05,0.001,0.000,Dec
2014-12-06,1.115,3.302,Dec
2014-12-07,2.691,1.016,Dec
2014-12-08,9.961,8.128,Dec
2014-12-09,10.393,13.208,Dec
2014-12-10,2.319,2.540,Dec
2014-12-11,11.319,3.810,Dec
2014-12-12,6.661,4.064,Dec
2014-12-13,2.286,0.508,Dec
2014-12-14,0.596,0.254,Dec
2014-12-15,1.427,0.254,Dec
2014-12-16,16.651,6.350,Dec
2014-12-17,0.074,0.254,Dec
2014-12-18,0.227,0.254,Dec
2014-12-19,3.353,0.508,Dec
2014-12-20,5.768,0.508,Dec
2014-12-21,7.004,3.810,Dec
2014-12-22,1.563,8.890,Dec
2014-12-23,0.000,0.000,Dec
2014-12-24,0.057,0.254,Dec
2014-12-25,8.246,4.826,Dec
2014-12-26,15.170,3.302,Dec
2014-12-27,8.659,0.254,Dec
2014-12-28,0.000,0.000,Dec
2014-12-29,0.000,0.000,Dec
2014-12-30,0.068,0.254,Dec
2014-12-31,12.379,6.858,Dec
2015-01-01,39.470,35.052,Jan
2015-01-02,0.288,0.254,Jan
2015-01-03,0.000,0.000,Jan
2015-01-04,0.000,0.000,Jan
2015-01-05,0.000,0.000,Jan
2015-01-06,3.631,7.620,Jan
2015-01-07,18.807,18.034,Jan
2015-01-08,0.023,0.254,Jan
2015-01-09,1.016,0.254,Jan
2015-01-10,0.087,0.508,Jan
2015-01-11,3.727,7.112,Jan
2015-01-12,20.634,20.574,Jan
2015-01-13,16.082,5.334,Jan
2015-01-14,7.422,14.986,Jan
2015-01-15,10.473,6.604,Jan
2015-01-16,14.336,8.382,Jan
2015-01-17,14.131,22.352,Jan
2015-01-18,9.078,2.794,Jan
2015-01-19,9.066,14.224,Jan
2015-01-20,32.330,31.242,Jan
2015-01-21,53.690,50.292,Jan
2015-01-22,11.537,4.318,Jan
2015-01-23,8.436,16.256,Jan
2015-01-24,18.435,9.398,Jan
2015-01-25,14.285,12.700,Jan
2015-01-26,0.023,0.254,Jan
2015-01-27,0.000,0.254,Jan
2015-01-28,5.516,10.414,Jan
2015-01-29,16.232,5.842,Jan
2015-01-30,0.012,0.000,Jan
2015-01-31,0.000,0.000,Jan
2015-02-01,0.000,0.000,Feb
2015-02-02,0.000,0.000,Feb
2015-02-03,0.000,0.000,Feb
2015-02-04,0.000,0.000,Feb
2015-02-05,0.000,0.000,Feb
2015-02-06,0.535,0.254,Feb
2015-02-07,2.732,3.810,Feb
2015-02-08,8.888,4.318,Feb
2015-02-09,0.965,0.254,Feb
2015-02-10,0.006,0.254,Feb
2015-02-11,12.054,10.160,Feb
2015-02-12,8.896,7.620,Feb
2015-02-13,23.338,15.748,Feb
2015-02-14,2.731,2.286,Feb
2015-02-15,0.000,0.254,Feb
2015-02-16,1.428,1.778,Feb
2015-02-17,3.627,10.160,Feb
2015-02-18,0.237,1.016,Feb
2015-02-19,7.565,7.874,Feb
2015-02-20,0.099,0.254,Feb
2015-02-21,0.319,1.016,Feb
2015-02-22,11.290,13.462,Feb
2015-02-23,17.726,11.938,Feb
2015-02-24,0.231,0.762,Feb
2015-02-25,0.009,0.254,Feb
2015-02-26,0.000,0.000,Feb
2015-02-27,0.000,0.000,Feb
2015-02-28,0.008,0.000,Feb
2015-03-01,0.016,0.254,Mar
2015-03-02,0.000,0.000,Mar
2015-03-03,0.011,0.254,Mar
2015-03-04,4.679,1.524,Mar
2015-03-05,10.079,17.780,Mar
2015-03-06,0.001,0.762,Mar
2015-03-07,2.351,5.334,Mar
2015-03-08,13.443,7.874,Mar
2015-03-09,2.116,1.016,Mar
2015-03-10,1.792,1.270,Mar
2015-03-11,2.942,12.700,Mar
2015-03-12,24.077,14.986,Mar
2015-03-13,13.423,10.160,Mar
2015-03-14,2.691,2.286,Mar
2015-03-15,0.106,0.254,Mar
2015-03-16,0.000,0.000,Mar
2015-03-17,0.814,0.254,Mar
2015-03-18,3.062,0.762,Mar
2015-03-19,1.873,1.524,Mar
2015-03-20,4.982,2.540,Mar
2015-03-21,2.904,10.668,Mar
2015-03-22,0.001,0.508,Mar
2015-03-23,0.000,0.000,Mar
2015-03-24,0.000,0.000,Mar
2015-03-25,1.158,0.254,Mar
2015-03-26,6.205,6.858,Mar
2015-03-27,0.519,6.858,Mar
2015-03-28,1.988,1.016,Mar
2015-03-29,13.729,2.540,Mar
2015-03-30,0.269,0.508,Mar
2015-03-31,17.837,5.080,Mar
2015-04-01,1.240,3.556,Apr
2015-04-02,3.793,0.254,Apr
2015-04-03,0.844,0.254,Apr
2015-04-04,0.006,0.254,Apr
2015-04-05,0.002,0.000,Apr
2015-04-06,0.166,0.254,Apr
2015-04-07,4.798,3.302,Apr
2015-04-08,32.085,28.956,Apr
2015-04-09,12.496,5.588,Apr
2015-04-10,12.243,18.288,Apr
2015-04-11,8.570,7.112,Apr
2015-04-12,13.225,5.842,Apr
2015-04-13,0.600,0.254,Apr
2015-04-14,2.969,4.318,Apr
2015-04-15,10.357,8.128,Apr
2015-04-16,3.661,12.192,Apr
2015-04-17,1.994,3.556,Apr
2015-04-18,5.107,17.526,Apr
2015-04-19,11.555,16.510,Apr
2015-04-20,17.537,10.668,Apr
2015-04-21,0.001,0.254,Apr
2015-04-22,0.004,0.000,Apr
2015-04-23,0.000,0.000,Apr
2015-04-24,0.000,0.000,Apr
2015-04-25,0.024,0.000,Apr
2015-04-26,5.654,1.778,Apr
2015-04-27,1.500,1.778,Apr
2015-04-28,23.439,24.892,Apr
2015-04-29,24.015,6.604,Apr
2015-04-30,2.034,1.778,Apr
2015-05-01,5.463,6.096,May
2015-05-02,0.979,0.254,May
2015-05-03,0.000,0.000,May
2015-05-04,0.000,0.000,May
2015-05-05,0.000,0.000,May
2015-05-06,0.000,0.000,May
2015-05-07,0.027,0.000,May
2015-05-08,0.088,0.254,May
2015-05-09,5.916,5.588,May
2015-05-10,0.002,0.254,May
2015-05-11,0.004,0.254,May
2015-05-12,0.000,0.000,May
2015-05-13,0.002,0.000,May
2015-05-14,0.000,0.000,May
2015-05-15,0.000,0.000,May
2015-05-16,0.000,0.000,May
2015-05-17,0.000,0.000,May
2015-05-18,0.000,0.000,May
2015-05-19,2.133,0.000,May
2015-05-20,0.000,0.000,May
2015-05-21,0.000,0.000,May
2015-05-22,0.000,0.000,May
2015-05-23,0.012,0.000,May
2015-05-24,0.000,0.000,May
2015-05-25,0.000,0.000,May
2015-05-26,0.051,0.254,May
2015-05-27,1.257,1.270,May
2015-05-28,0.024,0.254,May
2015-05-29,0.000,0.000,May
2015-05-30,0.000,0.000,May
2015-05-31,0.255,0.000,May
2015-06-01,0.000,0.000,Jun
2015-06-02,0.003,0.508,Jun
2015-06-03,0.492,8.382,Jun
2015-06-04,15.092,15.240,Jun
2015-06-05,2.113,2.794,Jun
2015-06-06,2.625,10.668,Jun
2015-06-07,0.690,7.620,Jun
2015-06-08,0.037,1.778,Jun
2015-06-09,0.001,0.254,Jun
2015-06-10,9.525,13.462,Jun
2015-06-11,12.975,11.430,Jun
2015-06-12,0.032,0.254,Jun
2015-06-13,0.173,0.254,Jun
2015-06-14,0.000,0.000,Jun
2015-06-15,0.000,0.000,Jun
2015-06-16,4.237,0.000,Jun
2015-06-17,16.922,0.254,Jun
2015-06-18,3.185,2.032,Jun
2015-06-19,2.276,0.254,Jun
2015-06-20,0.000,0.000,Jun
2015-06-21,0.005,0.000,Jun
2015-06-22,0.000,0.000,Jun
2015-06-23,0.000,0.000,Jun
2015-06-24,0.322,0.254,Jun
2015-06-25,9.579,6.604,Jun
2015-06-26,35.177,13.208,Jun
2015-06-27,0.120,1.016,Jun
2015-06-28,0.052,2.286,Jun
2015-06-29,5.193,21.082,Jun
2015-06-30,0.000,0.000,Jun
2015-07-01,0.523,10.668,Jul
2015-07-02,11.050,5.080,Jul
2015-07-03,0.015,2.286,Jul
2015-07-04,0.000,0.000,Jul
2015-07-05,0.000,0.000,Jul
2015-07-06,0.000,0.000,Jul
2015-07-07,0.279,0.254,Jul
2015-07-08,6.193,16.256,Jul
2015-07-09,0.542,0.254,Jul
2015-07-10,7.177,8.636,Jul
2015-07-11,16.651,10.160,Jul
2015-07-12,11.891,23.368,Jul
2015-07-13,17.206,32.004,Jul
2015-07-14,12.011,16.764,Jul
2015-07-15,12.743,9.652,Jul
2015-07-16,0.379,1.016,Jul
2015-07-17,12.286,6.604,Jul
2015-07-18,6.472,2.032,Jul
2015-07-19,4.276,16.002,Jul
2015-07-20,1.542,1.016,Jul
2015-07-21,0.000,0.000,Jul
2015-07-22,1.936,0.254,Jul
2015-07-23,12.183,50.800,Jul
2015-07-24,16.799,1.778,Jul
2015-07-25,0.105,0.000,Jul
2015-07-26,6.307,3.556,Jul
2015-07-27,15.578,14.986,Jul
2015-07-28,34.508,7.366,Jul
2015-07-29,17.339,11.684,Jul
2015-07-30,11.329,7.620,Jul
2015-07-31,11.331,4.572,Jul
2015-08-01,0.040,0.762,Aug
2015-08-02,0.125,0.254,Aug
2015-08-03,0.016,0.254,Aug
2015-08-04,0.000,0.000,Aug
2015-08-05,0.238,0.000,Aug
2015-08-06,0.846,1.524,Aug
2015-08-07,4.141,0.254,Aug
2015-08-08,0.000,0.000,Aug
2015-08-09,0.482,0.000,Aug
2015-08-10,4.431,5.080,Aug
2015-08-11,27.820,9.652,Aug
2015-08-12,24.219,25.400,Aug
2015-08-13,0.000,0.000,Aug
2015-08-14,0.000,0.000,Aug
2015-08-15,0.000,0.000,Aug
2015-08-16,0.209,2.032,Aug
2015-08-17,4.493,8.128,Aug
2015-08-18,24.119,26.670,Aug
2015-08-19,2.086,6.604,Aug
2015-08-20,0.285,5.842,Aug
2015-08-21,0.002,1.524,Aug
2015-08-22,28.378,26.162,Aug
2015-08-23,22.780,17.526,Aug
2015-08-24,7.491,2.794,Aug
2015-08-25,0.000,0.000,Aug
2015-08-26,1.225,1.270,Aug
2015-08-27,41.463,26.162,Aug
2015-08-28,24.421,12.192,Aug
2015-08-29,5.808,1.016,Aug
2015-08-30,23.738,26.416,Aug
2015-08-31,16.868,19.558,Aug
2015-09-01,1.840,0.000,Sep
2015-09-02,0.000,0.000,Sep
2015-09-03,0.000,0.000,Sep
2015-09-04,0.197,0.254,Sep
2015-09-05,1.134,0.762,Sep
2015-09-06,1.146,2.794,Sep
2015-09-07,21.403,14.732,Sep
2015-09-08,0.285,0.254,Sep
2015-09-09,1.923,3.556,Sep
2015-09-10,76.020,43.688,Sep
2015-09-11,6.446,6.604,Sep
2015-09-12,0.031,3.556,Sep
2015-09-13,0.001,1.016,Sep
2015-09-14,0.132,2.794,Sep
2015-09-15,11.747,13.716,Sep
2015-09-16,21.369,21.590,Sep
2015-09-17,27.612,22.352,Sep
2015-09-18,17.453,34.036,Sep
2015-09-19,10.538,5.588,Sep
2015-09-20,7.742,12.446,Sep
2015-09-21,7.351,4.572,Sep
2015-09-22,3.224,0.762,Sep
2015-09-23,1.008,0.254,Sep
2015-09-24,0.760,0.508,Sep
2015-09-25,3.610,0.254,Sep
2015-09-26,4.275,21.336,Sep
2015-09-27,2.684,3.556,Sep
2015-09-28,15.716,27.432,Sep
2015-09-29,58.843,41.148,Sep
2015-09-30,6.407,3.556,Sep
2015-10-01,4.039,0.254,Oct
2015-10-02,0.000,0.000,Oct
2015-10-03,0.088,0.000,Oct
2015-10-04,0.000,0.000,Oct
2015-10-05,0.000,0.000,Oct
2015-10-06,0.011,0.000,Oct
2015-10-07,0.015,0.254,Oct
2015-10-08,25.257,15.748,Oct
2015-10-09,27.323,25.908,Oct
2015-10-10,7.237,1.016,Oct
2015-10-11,7.301,13.716,Oct
2015-10-12,25.589,12.192,Oct
2015-10-13,14.941,9.652,Oct
2015-10-14,0.193,1.270,Oct
2015-10-15,2.160,7.366,Oct
2015-10-16,2.480,5.842,Oct
2015-10-17,17.031,12.192,Oct
2015-10-18,11.916,17.018,Oct
2015-10-19,0.337,1.270,Oct
2015-10-20,6.950,8.382,Oct
2015-10-21,13.665,15.494,Oct
2015-10-22,26.052,12.192,Oct
2015-10-23,0.240,1.270,Oct
2015-10-24,0.004,0.254,Oct
2015-10-25,0.001,0.000,Oct
2015-10-26,0.000,0.000,Oct
2015-10-27,0.000,0.000,Oct
2015-10-28,9.553,2.032,Oct
2015-10-29,7.370,8.636,Oct
2015-10-30,11.548,11.430,Oct
2015-10-31,7.629,0.254,Oct
2015-11-01,0.001,0.000,Nov
2015-11-02,0.151,1.016,Nov
2015-11-03,19.598,17.018,Nov
2015-11-04,11.500,6.858,Nov
2015-11-05,3.120,9.906,Nov
2015-11-06,7.089,7.620,Nov
2015-11-07,7.351,13.208,Nov
2015-11-08,0.004,2.286,Nov
2015-11-09,25.764,17.272,Nov
2015-11-10,19.714,9.144,Nov
2015-11-11,6.731,4.826,Nov
2015-11-12,17.353,26.416,Nov
2015-11-13,32.477,30.988,Nov
2015-11-14,9.243,10.414,Nov
2015-11-15,7.177,4.318,Nov
2015-11-16,15.212,1.016,Nov
2015-11-17,2.207,7.874,Nov
2015-11-18,3.385,13.208,Nov
2015-11-19,1.682,1.016,Nov
2015-11-20,22.116,21.844,Nov
2015-11-21,14.234,12.954,Nov
2015-11-22,0.313,4.826,Nov
2015-11-23,0.000,0.000,Nov
2015-11-24,0.026,0.254,Nov
2015-11-25,0.001,0.254,Nov
2015-11-26,0.000,0.000,Nov
2015-11-27,1.059,8.128,Nov
2015-11-28,52.451,34.290,Nov
2015-11-29,28.709,27.940,Nov
2015-11-30,15.694,10.668,Nov
2015-12-01,13.932,4.826,Dec
2015-12-02,10.329,3.556,Dec
2015-12-03,0.389,0.254,Dec
2015-12-04,0.000,0.000,Dec
2015-12-05,1.120,0.254,Dec
2015-12-06,8.918,0.254,Dec
2015-12-07,16.981,8.636,Dec
2015-12-08,2.190,2.540,Dec
2015-12-09,19.015,5.334,Dec
2015-12-10,18.094,0.254,Dec
2015-12-11,0.000,0.000,Dec
2015-12-12,3.131,2.540,Dec
2015-12-13,0.076,0.254,Dec
2015-12-14,5.503,5.080,Dec
2015-12-15,2.669,0.254,Dec
2015-12-16,0.033,0.254,Dec
2015-12-17,4.459,0.254,Dec
2015-12-18,2.583,0.254,Dec
2015-12-19,0.674,0.000,Dec
2015-12-20,8.818,3.556,Dec
2015-12-21,2.096,1.016,Dec
2015-12-22,3.246,1.524,Dec
2015-12-23,5.710,0.254,Dec
2015-12-24,0.001,0.000,Dec
2015-12-25,0.541,0.254,Dec
2015-12-26,5.896,10.160,Dec
2015-12-27,0.049,1.016,Dec
2015-12-28,0.554,2.032,Dec
2015-12-29,12.660,4.064,Dec
2015-12-30,0.000,0.254,Dec
2015-12-31,4.254,5.080,Dec
2016-01-01,5.757,3.810,Jan
2016-01-02,17.962,13.970,Jan
2016-01-03,0.001,0.254,Jan
2016-01-04,0.000,0.000,Jan
2016-01-05,0.000,0.000,Jan
2016-01-06,0.000,0.000,Jan
2016-01-07,0.000,0.000,Jan
2016-01-08,0.009,0.254,Jan
2016-01-09,5.242,6.350,Jan
2016-01-10,1.651,2.032,Jan
2016-01-11,18.473,15.240,Jan
2016-01-12,13.434,1.524,Jan
2016-01-13,4.338,3.048,Jan
2016-01-14,3.574,24.384,Jan
2016-01-15,0.467,0.254,Jan
2016-01-16,1.277,0.254,Jan
2016-01-17,0.435,0.254,Jan
2016-01-18,4.322,1.524,Jan
2016-01-19,1.980,0.508,Jan
2016-01-20,4.075,0.254,Jan
2016-01-21,7.773,2.794,Jan
2016-01-22,6.187,1.524,Jan
2016-01-23,15.386,7.366,Jan
2016-01-24,16.398,12.700,Jan
2016-01-25,20.964,21.844,Jan
2016-01-26,16.812,22.098,Jan
2016-01-27,5.041,9.906,Jan
2016-01-28,23.446,13.970,Jan
2016-01-29,7.599,1.016,Jan
2016-01-30,0.077,0.254,Jan
2016-01-31,0.353,0.000,Jan
2016-02-01,0.001,0.254,Feb
2016-02-02,2.241,1.524,Feb
2016-02-03,4.427,0.508,Feb
2016-02-04,9.887,7.874,Feb
2016-02-05,1.226,3.810,Feb
2016-02-06,1.259,1.778,Feb
2016-02-07,3.326,1.524,Feb
2016-02-08,3.567,3.810,Feb
2016-02-09,0.013,0.254,Feb
2016-02-10,8.956,6.858,Feb
2016-02-11,2.358,3.048,Feb
2016-02-12,5.384,3.048,Feb
2016-02-13,1.932,0.508,Feb
2016-02-14,6.601,4.064,Feb
2016-02-15,6.998,2.794,Feb
